conversation_id,speaker_id,start_time,end_time,text,outcome
101,1,44.057,58.743,Ah Yeah I don't know I think the seller starts Um So I think I can um get this started here Uh So my offer for this lovely home with a convenient location and lovely amenities um is 240,no sale
101,0,58.743,73.428,2 20,no sale
101,1,73.428,88.114,Okay let's see what we can do here Um Well as you know this is a very nicely located home with a very spacious layout 1846 sq ft Many bedrooms as well as a recreation room You can use that for a family You can turn that into um you know uh a lounge of some form movie theater even uh and 2.5 bathrooms Um We are looking at a nice um somewhat vintage type of home built in 1947 So it has a lot of history and character to it um that uh perhaps a younger home may not have Um And as you know this is a great neighborhood within walking distance of plenty of uh restaurants easy transportation to get to work Um And enviably note located near the Hastings and centennial Park's,no sale
101,0,88.114,102.8,um For my market research I'm seeing homes for 1875 sq ft that are selling for 233,no sale
101,1,102.8,117.485,Yes but do you have further detail,no sale
101,0,117.485,132.171,on those homes Yeah These are similar homes in the neighborhood um with similar configurations,no sale
101,1,132.171,146.857,Yeah You have the specifics on those homes,no sale
101,0,146.857,161.542,I don't have specifics but they are close enough that I can decide to buy somewhere else for a larger for a larger square footage,no sale
101,1,161.542,176.228,I see,no sale
101,0,176.228,190.913,these are comparable homes,no sale
101,1,190.913,205.599,but without knowing the specifics it is a bit hard to tell if they're missing certain features that would bring up the value of the home such as my home Sorry could you say that again,no sale
101,0,205.599,220.285,to 25 Mhm 2 to 5,no sale
101,1,220.285,234.97,Oh I'm afraid That's not quite what I think the value of this home would be Well,no sale
101,0,234.97,249.656,this home has been on the market for a long time and I'm pretty sure you want to get rid of it,no sale
101,1,249.656,264.342,Oh but I don't want to get rid of this lovely home at giveaway price It's a giveaway,no sale
101,0,264.342,279.027,prices very competitive for a market we're in right now,no sale
101,1,279.027,293.713,I'm not certain that it is giving a,no sale
101,0,293.713,308.399,parent downturns in the current market situations,no sale
101,1,308.399,323.084,but at a price like that it would just make more economic sense to me to hold on to the house um and find a seller who would um better appreciate its value Mhm Mhm Oh I don't know I think I think the house is worth at least 2 30 2,no sale
101,0,323.084,337.77,2.3 No I'm sticking up to 25,no sale
101,1,337.77,352.456,"Okay well I think as you said if so the house you mentioned um of 18 75 square feet is 2 33 600 And this home is only What I would say 30 square feet less So I don't think 30 fewer square feet translates to a whole What is that $8,000 difference",no sale
101,0,352.456,367.141,Square feet can be expensive Mm,no sale
101,1,367.141,381.827,"But I don't think I I agree on that but I don't think 30 translates to $8,000 less",no sale
101,0,381.827,396.513,one moment Like see some computations So according to my computations I think I'm keen to do to 28,no sale
101,1,396.513,411.198,2 28 I appreciate your coming up on that and I will take that into consideration uh throughout the rest of our negotiations Um May I ask why you're interested in um this home and this area,no sale
101,0,411.198,425.884,Okay Why I'm interested Um Yeah well I think it's an optimal area in Center Hill Um Yeah it has a number of bedrooms that I need,no sale
101,1,425.884,440.57,Um,no sale
101,0,440.57,455.255,I think would be a great single family home for guests for people of kids for couples for people to grow in There's fireplaces,no sale
101,1,455.255,469.941,Yes People do love the fireplaces,no sale
101,0,469.941,484.627,appliances and eating kitchen,no sale
101,1,484.627,499.312,Yes The appliances are very convenient not having to go through all the additional costs of buying further appliances and dealing with those installations,no sale
101,0,499.312,513.998,So I still stick of 2:28,no sale
101,1,513.998,528.683,Yeah I see Well I think given the amenities you've listed and your desire to purchase the home with such characteristics I think perhaps the price could better reflect that desire,no sale
101,0,528.683,543.369,Please also know we're in a pandemic and I'm trying to save money too,no sale
101,1,543.369,558.055,Certainly Absolutely I do understand Um But I don't think,no sale
101,0,558.055,572.74,there are many other home buyers during this time and I'm sure you can use the money as quickly as you can get it to If we come to a negotiation please note this is being paid in all cash,no sale
101,1,572.74,587.426,Oh I see Well I was you know going to offer you um perhaps uh financing in case you know as you said during the pandemic in case that would be an issue for you know for your economic situation I can certainly be flexible with payment installations over time But um now that you mentioned you have flexibility to pay in all cash I'm led to believe that you can move up a bit on price if you are in a financial position to pay upfront in cash I do have a budget Um So let me um you know review the home again and see if we can come to a more mutually agreeable outcome,no sale
101,0,587.426,602.112,So the final price I'm willing to go up to is 2:30 PM,no sale
101,1,602.112,616.797,Oh I see Mhm I do appreciate your coming up Um And I think that is a uh that is a much appreciated offer from where we began this process,no sale
101,0,616.797,631.483,Yeah Are you going to take the 2:30,no sale
101,1,631.483,646.169,Um Give me 1 2nd here too Um Review the options as you know this home is very near and dear to my heart having lived here all my life Yeah Yeah Oh,no sale
101,0,646.169,660.854,all right wait sorry I didn't hear did you say something,no sale
101,1,660.854,675.54,Oh no no Um I uh after much consideration um I believe that we can reached that agreement Um at 2:30,no sale
104,0,0.0,13.68,Hello,sale
104,1,13.68,27.36,Hi Yes,sale
104,0,27.36,41.04,how's it going,sale
104,1,41.04,54.72,Good how are you,sale
104,0,54.72,68.4,Pretty good So uh so you have a house for sale,sale
104,1,68.4,82.08,"Yeah so we have a house that's like really good It's in the nice neighborhood and just plenty amenities available including like about four bedrooms recreation room master bedroom fireplaces The outside amenities also have include like a brick fixture So I would like to ask for a price of at least 240,000 Which is a good price for this size square footage",sale
104,0,82.08,95.76,Right But yeah I was actually looking at other listings in the neighborhood and uh your property is a more expensive Uh and also it was built in 1947 Is that correct,sale
104,1,95.76,109.44,Yes,sale
104,0,109.44,123.12,So that's not that's not really a new was really looking for kind of a newer home So if you could but it's the location is good If you could come down on that price that would be maybe we could make a deal,sale
104,1,123.12,136.8,So what kind of price range are you looking for,sale
104,0,136.8,150.48,Uh Mhm Let's say uh like 2 25 somewhere in that range uh well we're not that far apart to 40 Well,sale
104,1,150.48,164.16,well I'll have to say that adults built a little earlier The square feet is approximately the same as neighbor homes with similar characteristics Like another home of 1920 sq ft Also asked for around 2:39 600 And So I think we should I could give you maybe five or 1000 off But,sale
104,0,164.16,177.84,Yeah Yeah that's not really Yeah I mean I understand what you're saying with the square footage but you know an older home is going to require uh like more maintenance and you know probably things will need to be replaced and you know and that's the costs You know that costs too So I'm just thinking about the upkeep is going to be more,sale
104,1,177.84,191.52,"And I offer you so to 35,000 is too much for you",sale
104,0,191.52,205.2,Uh I could I could do let's say uh two thirties Perhaps,sale
104,1,205.2,218.88,I'll have to say maybe like 232 just because the square footage for a house of 18 75 is already 2 33 And this one also has 18 46 square footage so it's only off by like 30 square feet And you have to keep in mind that this also comes with like restaurants and transportation's within walking distance and a garage as well,sale
104,0,218.88,232.56,Yeah I just concerned you know with a 70 year old house you know that's I mean like 2 30 is really you know and then probably I'm going to have to spend you know another tend to do some kind of upgrades to kind of get it up to kind of modern standards So you know like like 2 30 Anything about 2 30 is really pushing it for me But I could I could do through 30,sale
104,1,232.56,246.24,Okay I'll accept your offer to dirty again,sale
105,0,0.0,33.68,Hey can you hear me,no sale
105,1,33.68,67.36,Hi Yeah I'm just trying to figure out how to um do you save the recording after two done Where is there a button Once it starts,no sale
105,0,67.36,101.04,it looks like it's already recording,no sale
105,1,101.04,134.72,Okay,no sale
105,0,134.72,168.4,All right Yeah I just hit record as well,no sale
105,1,168.4,202.08,Okay So I guess it gives the option after Um How are you,no sale
105,0,202.08,235.76,Good How are you,no sale
105,1,235.76,269.44,Pretty good Um So also I guess you're you're starting first,no sale
105,0,269.44,303.12,"Yes Um So very interested in this home that you are selling And I have um run some comments based on neighboring homes Um And I understand that The asking price is 240,000 which was above the comments that I've seen in neighboring areas that have sold for similar prices Um and that are roughly the same square footage So I was hoping you could tell me a little bit more about the house and I guess why you're selling",no sale
105,1,303.12,336.8,"Um Okay Well so I consulted with a real estate investor And um they said that the house is worth um 240,000 and um well I guess one of the reasons why it is that price is that um currently there this appears to be the house that uh one of the only ones that's on the market as a lot of a lot of other houses haven't sold in a long time And um I personally I think that this is um in like one of the best areas and um sorry there's so much information Um Well I mean it has it's very spacious Um There are four bedrooms recreation room in 2.5 bedrooms Um Yeah It's in a great location it's near two parts um Lots of restaurants and transportation within walking distance amazing landscaping Um It was built in 1947 but it's been the outside has been updated and um it looks it doesn't it definitely doesn't look outdated and there's a beautiful landscaping Um And I mean those are just a few of the amenities Um",no sale
105,0,336.8,370.48,"Yeah Okay Well yeah look I'm a big fan of the house I clearly want to make something work here So um you know I think the challenge that I have is uh you know the asking price is um kind of far above what other houses have been sold for and you know definitely recognize that um You know the inventory is low right now on the market Um but you know from what I understand on the description the square footage is 1846 square feet And um you know based on the asking price of 240 that's $130 per square foot Which you know based on um what My realtor has provided me with neighboring houses in this area of similar size Those have all been selling in the kind of 118 $220 Price per square foot range Um And so as a result I think you know despite the you know I love that the house is updated and such Um But I think you know in terms of an initial offer I think I'm going to come in at Um 217,000 um 500 Oh which is right Which is you know just based on the comments that I have I think what would be a fair price for the problem",no sale
105,1,370.48,404.16,"Yeah And I mean I can see why you would say that but I think it's also um quality over quantity Um So I understand that the um the square footage uh is less than um some of the other house or sorry it's roughly the same but the price is higher Um But it is basically one of the only options that is currently being sold and um I think it has a lot of amazing amenities and not only that but the location is um really great They say like one of the biggest parts of real estate is like one of the most important parts is location and um that really hits a lot of the marks Um But I would be since my asking price is 240,000 um I would be willing to um go down to let's say um 237,000",no sale
105,0,404.16,437.84,"got it Um Okay well I appreciate that Um I think that that's certainly you know step in the right direction Um But I think you know still pretty far apart um You know from what I and again you know I think it's not just the square footage but you know I think at least based on the concept that I have um you know they're like you know there's another house that sold just a block away so you know I definitely recognize that the area is great Um But I guess you know if I and again um looking at um you know what I think would be fair I think I can step up to and again this would be based off of um Kind of $120 per square foot maybe like two Um 220,000",no sale
105,1,437.84,471.52,"Okay Um Yeah I mean I think that that is um also like a step in the right direction Um It's I mean I think it's it's a beautiful house and um it's it's not an easy thing to let go of so I want to make sure that I Um that I sell it for a good price and um you know again I understand that the square footage is a little bit um the price per square footage is a little bit higher Um But I do think that it has amazing amenities and um it you know it's a split level style and um you know the four bedrooms and 2.5 bathrooms is Uh huh that's you know that's a lot of rooms plus the one rec room um And the kitchen is large it also comes with all of the appliances um And um the master bedroom has an entire wall of closet and detailed master bathroom Um And not only that but it has to um fireplaces and the hardwood floors are finished So you know I think like a lot of people when when they first buy a house um you know it's not just the initial price that they're paying for They also have to do a lot of remodeling and I think that when you move into this house um you wouldn't have to do any of that because it's basically all set Um And so um I was thinking maybe so I Well with my offer to 237 Um what do you think of um 235,000",no sale
105,0,471.52,505.2,Um Well it's still higher than what I would like Um I mean ideally I just want to get a deal done So um what if I meet you halfway and just do 2 27 500 I think that would be my best and final,no sale
105,1,505.2,538.88,Um mm Okay what do you think of um 2 29 thousands,no sale
105,0,538.88,572.56,What about 2 28 and we call it,no sale
105,1,572.56,606.24,Um Yeah that works,no sale
124,0,0.0,23.426,Oh come on,sale
124,1,23.426,46.852,"Oh okay So hi I'm your I'm your seller and Hope all is well I'd really like to sell my lovely home for $240,000",sale
124,0,46.852,70.279,Okay Um The most I was willing to pay was 220 That was kind of my range,sale
124,1,70.279,93.705,"Mhm Well I would let you know that this house is currently 1,843 sq ft of space And compared to other neighboring homes in the area the house that's 1,875 square feet is um Already costed $233,600 But I will let you know that this house is already very modern It's been unfurnished um and already decorated The kitchen comes with appliances as well and there's four bedrooms um one recreation room and lots of space So um considering the fact that has a great view and it's in the hot popular city of Ohio I would say that um it's really well worth the value of it So for considering your um Your price range I will be willing to bump it down to $235,000",sale
124,0,93.705,117.131,unfortunately Um It's just out of my budget so Maybe I can add 5000 to what I was thinking but I can't go any higher than that,sale
124,1,117.131,140.558,And what will that be,sale
124,0,140.558,163.984,"Um 200 and 30,000",sale
124,1,163.984,187.41,"30,000 Okay Um That's pretty good Um I understand your situation of the price but um um could you tell me maybe what's up like outside of the price Could you tell me what are some concerns and hesitations you have about this home maybe",sale
124,0,187.41,210.836,Um Well I see that there are four bedrooms and there's one recreation room But I have for kids Mhm And they're all in their teenage years so I don't want to force any of them to share a room,sale
124,1,210.836,234.262,So it really is just,sale
124,0,234.262,257.689,in terms of logistics Like I see the value and the worth of the house but if you're trying to sell it to me I can't afforded at that price And I did look at this house because I saw that some of the neighboring homes were on the cheaper side Um There's one for A selling price of 213 ah 1000 about Um So that's why I was thinking I could max by one at 230 because I know there's another one that's 230 3000 in the same area,sale
124,1,257.689,281.115,Oh yeah definitely I totally understand Especially if you have kids in their teenage years they would all definitely love to have their own bedroom But I will ensure you that um most likely I'm assuming your kids will be taking online classes and that's why you would prefer that personal bedroom But I will assure you that actually this house does have a large eat in kitchen So there's an there's also the recreation room so there's lots of space actually to have your personal area for your work office So that can be very accommodating for all your Children It's just it's just really a matter of like the beds where like they will be sleeping So it's a possibility that maybe to your Children can share a room but they will be still given that option to have their own personal workspace out either in the living room in the kitchen area So um How about 230 2000,sale
124,0,281.115,304.541,"Mm Let's see I mean it also is about money Like I did think about the bedrooms but because of the pandemic my work was cut to part time So it's my husband is the breadwinner right now and he alone can pay for this And because of my credit score I can't take out um a larger loan and I already and I can't refinance So as much as I wish I could pay more 230,000 is already me pushing my budget",sale
124,1,304.541,327.967,"Oh yes I totally understand I'm really sorry to hear about that And if anything I really care about you finding the right home especially during these situations where we're dealing with economic upsides and downsides Um If I do ensure you though that's this house you're going to be provided with the maximum comfort of your family And it will be rewarding in the long run especially since if you're um the look out for a job you're on your um comfortable to be working from home And despite your husband um not being the breadwinner Um Having the comfort of this style home possibly near work Especially since in a major city town area It will be rewarding in the long run and I feel like um Yes I would really love to accommodate you guys for this So how about just $231,000",sale
124,0,327.967,351.394,"Um I appreciate the flexibility here Um And Just for myself like I would totally pay more if I had it Like I'd be willing to pay even $10,000 more if I had it Unfortunately I just don't have it Like I don't have the means to pay for it Um So I think I can only really do 230,000",sale
124,1,351.394,374.82,"All right well okay 230,000 It is",sale
129,0,0.0,13.809,Yeah I started recording as well Cool,sale
129,1,13.809,27.619,Um I think what does it say Does buyer go first Right Uh huh,sale
129,0,27.619,41.428,You get I'm not sure last time it was the seller that one pretty straight,sale
129,1,41.428,55.238,So for me it was a buyer actually,sale
129,0,55.238,69.047,Well um if,sale
129,1,69.047,82.857,you can if you want to start,sale
129,0,82.857,96.666,"Yeah sure So um I'm interested in buying your house Um I've been reading into it And I was thinking that 200,000 is a fair price",sale
129,1,96.666,110.476,"200,000 Yeah",sale
129,0,110.476,124.285,"200,000",sale
129,1,124.285,138.095,"wow Um so I put a lot of work into this house Um and I also have friends who are in real estate and they've said that 240,000 um is a good price So I mean I know it's been on the market for a little so I was going to lower it a little offering you a good deal Yeah",sale
129,0,138.095,151.904,So you said it's been on the market for a little bit continue y it's been on the market,sale
129,1,151.904,165.714,"Um I think just like with Covid right now people are a little uncertain of their futures Um And aren't so cute you know they don't know where they'll be So buying a home is kind of a big risk right now However if you're looking for a home which it sounds like you are um it's definitely beautiful house beautiful neighborhood Um and it's a pretty good bang for your buck So I'm willing to take off a couple of $1,000",sale
129,0,165.714,179.523,How many is a couple,sale
129,1,179.523,193.333,Like two,sale
129,0,193.333,207.142,"2000 Yeah I don't know I don't know if I can do that Um you know I mean I I understand this house has been on the market for long uh And I know you're probably eager to sell it like getting getting this house um Off the mark is definitely a big win It's just I can't and in full [PERSON] by this house for that much when obviously when Covid is going around um the housing market's up in the air there's so much uncertainty with our With a new president we don't know what's really going to happen um for all I know is I I could buy it today for 240,000 and the prices plummet So you're looking from my perspective as well Um And I know there's been other other other houses on the market um There's a um there's one with with larger square foot about almost 100 square foot larger that that sold for less than what you're offering Um And 100 square foot is a sizable amount of space so like I I just think I don't think I can pay 240,000 you",sale
129,1,207.142,220.952,"know what's the long you know what's the lowest I would go Um Well I'm just looking again also at the other homes and not like for comparable spaces Um And I think the lowest I go is um 230,000 used on the other",sale
129,0,220.952,234.761,"whatever How about this What if you met in the middle I know you want I want 200,000 You want 240,000 I'll put an extra 20,000 more if you take off 20,000 I think I think that's that's a fair trade I'm coming up halfway You're going down halfway",sale
129,1,234.761,248.571,Um How about 2 25 Mm I just I put in a lot of work into this house um and it's you know hardwood floors newly decorated to working fireplaces uh separate garage It really has all the all the bells and whistles as they say So I just I want to make sure I'm getting my Yeah Okay Is that your final price That's the lowest I would go Yeah,sale
129,0,248.571,262.38,Alright I'll buy it to 25,sale
131,0,0.0,11.128,How are you both recording,sale
131,1,11.128,22.256,Yeah I think so,sale
131,0,22.256,33.384,Okay cool I've started and I think you started So do you want to just start now Sure Music Um What,sale
131,1,33.384,44.512,Well I'd love to hear your best offer,sale
131,0,44.512,55.64,"Um I'm going to start off with 213,000 that I'm willing to pay",sale
131,1,55.64,66.768,Well I think I'm going to stick with our initial asking price because you know this is a really beautiful property,sale
131,0,66.768,77.896,I just think that Oh sorry go ahead,sale
131,1,77.896,89.024,Oh just you know I know that there are some camps out there but they're from a little while ago You know it's been a while since property is sold in this,sale
131,0,89.024,100.152,area,sale
131,1,100.152,111.28,Um so we're pretty confident in our place,sale
131,0,111.28,122.408,"I do feel like even though I agree it's a nice area it's a bit overpriced Um I mean speaking of comparisons the one I'm looking at right now listing 89 I was 6898 The selling price they're asking for is approximately 213,000 Um it has 1715 square feet And I've done the math That's a difference of 131 sq ft The difference in your asking price And my offering is to 27,000 So that equates to about $206 per square foot Um That's the difference and I think that's a reasonable difference to make",sale
131,1,122.408,133.536,Yeah the market has been weirdly slow around here lately Um So we could come down slightly uh into the high two thirties let's say 2 39,sale
131,0,133.536,144.664,Um I'll raise it 2 - 14,sale
131,1,144.664,155.792,Mhm Um Right we're gonna Stick with 2 39 I think,sale
131,0,155.792,166.92,I just don't Can you,sale
131,1,166.92,178.048,tell me more about Can you tell me more about what you like about the house Like what what's drawing you to it,sale
131,0,178.048,189.176,Yeah Um I do like the fact that you know four bedrooms and a recreation I think the recreation is nice Um And the inside amenities all seemed great I love the master bedroom Um The outside I think is more of a bonus The necessity for me Really,sale
131,1,189.176,200.304,cool Um And what's your offer at this point,sale
131,0,200.304,211.432,Well you said you were only willing to go down to 39 I still think that's a little bit high Um I mean I'm willing to up it again 2-15,sale
131,1,211.432,222.56,All right I'll have to think about that for a second It's a funny I feel like we're you know just because of our schedules we have to fit this negotiation into one phone call Uh huh Um You know looking over these numbers I think We would be comfortable coming down to 2:38 I can see what you mean about the square footage but you know this is also a really special house just in itself It's a you know it's one of the nicest homes in this neighborhood,sale
131,0,222.56,233.688,I mean to elaborate more on that comparison then since two you're you are mentioning the neighborhood and one of the other neighboring homes a lot listing 89 8614 That's selling price is uh about around to their 9 to 40 but that has 1920 square feet which is considerably more So I'm just not seeing an asking price of what you're asking for since there is such a discrepancy unless you know something you know else other than the square footage,sale
131,1,233.688,244.816,Yeah I mean square footage isn't everything although I mean you know it's legitimate you're looking for what you're looking for Um So I think we can We can bring it down a little more let's say 2:37 Mm Does that mean you feel more comfortable with,sale
131,0,244.816,255.944,I'll bump mine up too Mm Let's say 2 18,sale
131,1,255.944,267.072,I see,sale
131,0,267.072,278.2,The thing is a lot of what's listed here can be found in the other homes which already described the discrepancies that I see And as for the outside amenities I mean restaurants and transportation within walking distance near Hastings and centennial Park's We're all in the same neighborhood That's TRUE for every house So I really don't see anything that sets this house apart other than the square footage And I do think it is overpriced on that front,sale
131,1,278.2,289.328,I think we can come down to 2 36 but that's really mm hmm A bit of a reduction from our initial listing price Um but we I think we can come down that far for you And I know that you know um,sale
131,0,289.328,300.456,"I mean to 36 is still above the asking price for one of the other neighboring houses that has 1875 which is still larger Um So again I mean I still haven't heard any benefits to this home besides the square footage that sets it apart from the others in the same neighborhood And if the 18 75 house is going for 2 33,000 I mean I did that It just doesn't make sense to me",sale
131,1,300.456,311.584,Well keep in mind those camps are from you know some time ago and the market has come up a bit since then So you know the exact square put in price We can't we can't just match some previous exactly,sale
131,0,311.584,322.712,I mean I understand that it's we also go But I mean just recent events I would think that the housing market is lower than anything,sale
131,1,322.712,333.84,It's actually been really hot overall It's sort of unusual but it's been so quiet around here Um everyone's looking to you know to kind of nest and and settle down Uh,sale
131,0,333.84,344.968,that seems odd seeing as the economy is the way it is with the pandemic,sale
131,1,344.968,356.096,It is weird Um yeah,sale
131,0,356.096,367.224,"I just can't I mean I just haven't heard a justification for why I should be paying more than $233,000 for an 18 46 square foot house that really is similar to the other houses I mean even if we take into consideration that the housing market might have gone up I mean it's several square feet difference And you're asking me to pay several 1000 higher",sale
131,1,367.224,378.352,Mm hmm I mean I think,sale
131,0,378.352,389.48,"are 220,000 But that's already a lot more than my starting ones And I still like I said I still haven't heard justification for your asking price",sale
131,1,389.48,400.608,I mean I think the interior features are worth a closer look because it's TRUE you know this is a nice neighborhood in general There are lots of nice hazards here But we put a good amount of work into the house since we've been here You know we have uh you know everything is all spruced up We've got this great kitchen with new appliances and uh you know a super nice master bedroom with the other,sale
131,0,400.608,411.736,houses not have eaten kitchens with appliances,sale
131,1,411.736,422.864,not necessarily I you know as up to date as ours,sale
131,0,422.864,433.992,"I don't know that I really care up to date I mean kitchen is a kitchen I can purchase the appliances myself are cheaper than the several $1,000 difference in asking price",sale
131,1,433.992,445.12,Um well let's see what we can do for you Um,sale
131,0,445.12,456.248,"I'm at 220,000 now just to you know reiterate that",sale
131,1,456.248,467.376,Yeah Thanks Um I think we can come down to 2 33,sale
131,0,467.376,478.504,to 33,sale
131,1,478.504,489.632,Is that sweeten things at all Because I know you are interested in the,sale
131,0,489.632,500.76,"House I am but to 33 I mean the 1875 house was 230,600 You're asking me to buy $600 less Just $600 less When the difference in footage is 30 square feet I mean really that's how the whole room",sale
131,1,500.76,511.888,What if we went down to uh 2 31 500,sale
131,0,511.888,523.016,To 31 500,sale
131,1,523.016,534.144,Yeah,sale
131,0,534.144,545.272,I'll bump myself up to 222,sale
131,1,545.272,556.4,I just don't see how we can go down quite that low Mm That's gonna be tricky for us,sale
131,0,556.4,567.528,"Yeah Well with four minutes left on the clock I'll give you and given a little I'll say I just had to 23 3 Right let me let me say I'll go up to 2 24 to 24,000",sale
131,1,567.528,578.656,All right Um Yeah let's see How about 2 30 500,sale
131,0,578.656,589.784,I'm Gonna stick it to 2 24,sale
131,1,589.784,600.912,We can't go quite that low Um You know and make and make it make sense for us but I will go down to 2:29 and 500,sale
131,0,600.912,612.04,What about 2 25,sale
131,1,612.04,623.168,It's still a bit on the low side Um,sale
131,0,623.168,634.296,mm It's just that to 25 I've already gone gone up so much for my initial offering price and I think I've explained why,sale
131,1,634.296,645.424,Let me just think for a minute about what we can make work out Mhm Especially since the market is fairly hut,sale
131,0,645.424,656.552,interesting Mhm,sale
131,1,656.552,667.68,We can go down to 2:28 Yeah mm,sale
131,0,667.68,678.808,What about 2 26,sale
131,1,678.808,689.936,Could you agree it to 27,sale
131,0,689.936,701.064,2 26 500,sale
131,1,701.064,712.192,Um I don't think we just for dignity sake I don't think we can go down that way,sale
131,0,712.192,723.32,It was 227 years absolute final offer,sale
131,1,723.32,734.448,Yeah that's our final offer Hm,sale
131,0,734.448,745.576,Yeah mm Let me think,sale
131,1,745.576,756.704,because you know that is a substantial reduction from our asking price but we know you like the place and we wanted to go to someone good,sale
131,0,756.704,767.832,Yeah and I appreciate that It's just like you know it's hard to part with my hard earned cash You know when I just I just still feel like I've given so much more in these negotiations Um Really I just feel like I've been giving a lot leeway here,sale
131,1,767.832,778.96,Well that is the nature of negotiation I mean you know I think we both changed from our initial positions a good amount But to 27 seems like a fair price to me,sale
131,0,778.96,790.088,Well we have about a minute left on the clock Um are you still set on 227,sale
131,1,790.088,801.216,I am so I'm definitely set on it Yeah,sale
131,0,801.216,812.344,No 2 26 500,sale
131,1,812.344,823.472,No no we can't do that,sale
131,0,823.472,834.6,"Mm hmm No in that case I will take the to 27,000",sale
133,1,0.0,11.527,Hello Hi Hi how I guess we can get started,no sale
133,0,11.527,23.053,"Oh um so is it the same as the previous front Right the same thanks So then I will um offer um $110,000 Mhm",no sale
133,1,23.053,34.58,Oh okay Um Okay Uh Off from um to 40 1000,no sale
133,0,34.58,46.107,Okay I'll keep my offer to 10,no sale
133,1,46.107,57.633,Uh huh How about 2:30 1000,no sale
133,0,57.633,69.16,I offered to 28 mm,no sale
133,1,69.16,80.687,I'm sorry what was yours,no sale
133,0,80.687,92.213,"to 28 100,220",no sale
133,1,92.213,103.74,Um Okay that sounds good Okay Yeah,no sale
149,1,0.0,10.78,Hi,no sale
149,0,10.78,21.56,Hello,no sale
149,1,21.56,32.34,Hi can you hear me,no sale
149,0,32.34,43.12,Yes,no sale
149,1,43.12,53.9,I can What is your starting budget I guess for the house,no sale
