conversation_id,speaker_id,start_time,end_time,text,outcome
2026_10,1,37.6599922,38.4999962," Yep, bye.",sale
2026_10,0,38.4999962,39.3199959, Bye.,sale
2026_10,1,39.3199959,70.2399998," Hi, I got your thing.",sale
2026_10,0,44.4200021,76.2199994," Oh yeah, I was just going to text you to explain it. Oh, okay, and that's the best you guys can do at the end of your crazy deal? I could see if we have a little more room.",sale
2026_10,1,76.2199994,84.9799996," There's not a lot of room on Lightning, just because they're getting discontinued. I could definitely see if there's anything else we can do. Is there something else that you're trying to get out of that?",sale
2026_10,0,84.9799996,89.0599976," You know, I was trying to get, if I'm going to be honest, a pretty heftier discount than that.",sale
2026_10,1,89.0599976,90.5000001, I could check right now for you real quick.,sale
2026_10,0,90.5000001,91.5000001," Yeah, that'd be great.",sale
2026_10,1,91.5000001,92.5399972, I'm ready to buy one today.,sale
2026_10,0,92.5399972,95.2999993, I'm ready to sign the dotted line and be a star.,sale
2026_10,1,95.2999993,97.2599984," All right, let me see right now. I'll call you right back.",sale
2026_10,0,97.2599984,98.2199975," Okay, sounds good, I'll be here.",sale
2026_10,1,98.2199975,99.7399979," All right, bye.",sale
2026_10,0,99.7399979,100.5799981, This is Tommy.,sale
2026_10,1,100.5799981,106.6599999," Hey, Tom, it's Frank again. Hi, Frank.  Hey, so the best that we can do is another $500 if you wanted to do the deal today.",sale
2026_10,0,106.6599999,108.0599976," Frank, you're not exciting me.",sale
2026_10,1,108.119999,113.0000001," I know, it's hard with these. There's not a lot of room with what we have for them.",sale
2026_10,0,113.0000001,125.2400017," Yeah, I know, but Ford's doing more than you are on this one. Well, I know, but Ford's doing a good job. You guys are just, I've seen some crazy deals on these bad boys, so I'm hoping to get a crazy deal.",sale
2026_10,1,125.2400017,133.3199959," I mean, with the 25, that's all we could probably do. I know we have, I don't know if we have any 23s left.",sale
2026_10,0,133.3199959,137.2800027, 23s? You got 23s?,sale
2026_10,1,137.2999993,138.4200021," We had a couple, yeah.",sale
2026_10,0,138.4200021,143.1399956," They were doing like $20,000 off the sticker for those, but I think they sold. Yeah, I mean, they're 17 years old.",sale
2026_10,1,143.1399956,160.8599969," Yeah. They're about to be legal. Yeah, right. What in the world is happening? They're not selling. Oh, I know that. I was trying to buy one. Yeah.  So the best you can do is $2,700. I mean, probably. I kind of want to make some money here, but I can, if you really can't do that, I can definitely go back and see if there's any more wiggle room, but it won't be much.",sale
2026_10,0,160.8599969,168.119999," Yeah, I mean, I understand that you want to make some money here, but you have this 2023 on your lot you're kind of looking at, and you kind of see the future, right?",sale
2026_10,1,168.119999,189.3999997," You can see this is what's going to happen to this car if you don't sell this one, right? Well, yeah, but also Ford, yeah, Ford will give them a discount if they don't sell them. They'll go into final pay and that.  So it's a floor plan, so we don't even own them outright. So it's not like we can't lose money on it, because that's what Ford wants us to price it at. Ford wants you to price it there now. Yeah, exactly. So if we sold it for really any less.",sale
2026_10,0,189.3999997,198.7599984," 27, I mean, I can get a bigger discount on a normal F-150, let alone, why would I pay more for a Lightning than I would just a normal gas? You know, I want a crazy good deal, which is why I'm trying to get one of these EVs as a discontinued car.",sale
2026_10,1,198.7599984,218.719997," Yeah, I mean, you could go that route for sure. You'd definitely save money getting a gasser.  But not a Platinum. It'd probably be around the same. You think it'd be around the same on a Platinum?  I can check here, one sec. Sure.  Yeah, we got a Platinum. We're going for 77,000 MSRP. After discounts, it's 775.",sale
2026_10,0,218.719997,222.039997," Oh, I could literally get a gasser for less money than an EV.",sale
2026_10,1,222.039997,226.360001, Yeah. Oh my goodness. I can see why you guys have 2023s.,sale
2026_10,0,226.360001,228.799999," Okay, well, I'm looking for a bigger discount.",sale
2026_10,1,228.799999,234.079998," I'm looking to get one of those end-of-year crazy deals that make you go crazy and things go insane and wow, everything's insane and crazy.",sale
2026_10,0,234.079998,237.16, And I'm not looking for a deal.,sale
2026_10,1,237.16,255.16," Well, the reality is that's the best. I mean, $6,000 in rebates isn't bad. I mean, it's still good. That's the end-of-the-year discount for that.  I mean, if they're still sitting around in a year or two, brand new, that's when you're going to get a crazy discount, but not really 2025 you're going to get for much cheaper than that.  Much more expensive than that.",sale
2026_10,0,255.16,265.679997," Okay, so you're saying 2025s.  I've got to wait till they're three years old on the lot before I get a good deal? Until you get 20 grand off, yeah.",sale
2026_10,1,265.679997,280.359997," Yeah, I mean, I have a deal for $3,000 off and a deal for $3,800 off MSRP plus rebates already. Yeah, I mean, those are the first two calls I made. All right, well, let me see.  I'm going to see if there's anything else I can do for you. Then I'll call you back and then see if you're happy with that or not.",sale
2026_10,0,280.359997,283.039997," Okay, yeah, I mean, that'd be great.",sale
2026_10,1,283.039997,284.719997," Yeah, I'll keep trying here. All right, bye.",sale
2026_10,0,284.719997,285.759998, Bye.,sale
2026_10,1,285.759998,294.759998,"Hey, Tom. Hey, so I got you down to $74,811, which is a hell of a lot better than where we started. Okay.",sale
2026_10,0,295.759998,302.759998," So is that with the $7,500 credit? Yeah. So that's just, and that's for the federal tax credit that does apply to this car.",sale
2026_10,1,302.759998,306.159992," Okay. So that's going to do like five grand off. That's, yeah, that's the best that we can do there. ",sale
2026_10,0,306.159992,313.159992,"I see your tag. I see your text here. Let me think about it for, like I said, I was going to think about it for five minutes.",sale
2026_10,1,313.159992,331.879993,"All right. Yeah. Just give me a call back too, because I was supposed to leave 30 minutes ago, but I stayed in here just to try to pull some more numbers for you. ",sale
2026_10,0,331.879993,339.879993, We like the deal.  We don't want to hold you late. And we put  a deposit on it and call  it a day. ,sale
2026_11,1,0,2.5600014, Thank you for calling Nissan. This is Gavin.,sale
2026_11,0,2.5600014,4.3600006," Hey, Gavin, I just wanted to see if you guys have a car in stock.",sale
2026_11,1,5.2799988,6.9400024, Sure. Can I get your name and number in case we get disconnected?,sale
2026_11,0,6.9400024,10.2399979," Yeah, my name is Tom. Phone number.",sale
2026_11,1,10.2399979,11.7600021," Tom, what vehicle are you inquiring about?",sale
2026_11,0,11.7600021,14.2600021, You know what? I have a stock number if that helps. Thanks for asking.,sale
2026_11,1,14.2600021,15.4000015," That does help, yeah.",sale
2026_11,0,15.4000015,18.5999985," It's 26176, my lucky five numbers.",sale
2026_11,1,18.5999985,19.5999985, 26176?,sale
2026_11,0,19.5999985,22.4000015, That's it. I grew up with those numbers.,sale
2026_11,1,22.4000015,26.4599991," Yeah, I believe that one is here. It may have just been delivered. We don't have photos of it.",sale
2026_11,0,26.4599991,35.6200027," No, you're good. Well, you know what? I'll make it super easy. I've already driven it, already know I want it, want more of it. Really just trying to get a great price. I've heard Nissan's doing some crazy things right now. So if we can agree to a crazy price, I'll buy it today.",sale
2026_11,1,35.6200027,36.4599991," All right, man.",sale
2026_11,0,36.4599991,38.3799972," Well, when can you be here? I prefer to do everything over the phone if possible.",sale
2026_11,1,38.3799972,40.9000015," Okay. Yeah, do you live in the area, Tom?",sale
2026_11,0,40.9000015,42.2600021," No, I live in Arizona.",sale
2026_11,1,42.2600021,45.9800033," Oh, you live in Arizona? Okay. Are you in town now? You're in the area?",sale
2026_11,0,45.9800033,47.6600037, Not right this second. I can be.,sale
2026_11,1,47.6600037,49.3199997," Oh, okay. Well, I'm just curious.",sale
2026_11,0,49.3199997,52.1399994," Tom, what's your last name? Mikula, M-I-K-U-L-A.",sale
2026_11,1,52.1399994,61.9800033," Perfect. Let me give you a quick call back. I see on my inventory. I just want to make sure it's on the lot and it might not just be in delivery, but let me go double-check that, get my hands on the vehicle, and I'll give you a call back.",sale
2026_11,0,61.9800033,62.800003, Is that okay?,sale
2026_11,1,62.800003,64.4800033," Okay, sounds good. All right, thank you.",sale
2026_11,0,64.4800033,66.1399994," I'll call you right back, Tom. All right, bye.",sale
2026_11,1,66.1399994,80.2600024," Hey, this is Gavin. I found just the last one buried behind all of these, but here it is. I got the keys. We can see the stock number, 26176. This is this one. Here it is. I'll be reaching out shortly.",sale
2026_11,0,80.5800024,90.3800024," Can we get to 5K? I'm going to call him. I'm going to call his dealership back. He got me 36. Wait, this is Tom.",sale
2026_11,1,90.9000024,108.2200014," Hey, Tom. Hey, how's it going? Hey, good. So I have good news. We are able to discount $2,681. That's all dealer discount with the low APR. That's not the customer cash.",sale
2026_11,0,108.5800024,112.3800014," Honestly, good job. Yeah, sorry.",sale
2026_11,1,112.3800014,133.2200014," Okay, $2,681, and that's all dealer discount with a low APR. No, that's not the customer cash. I mean, if you wanted to do the $2,500 rebate as well, you'd obviously be forfeiting the low APR. But if you really want to do the low APR, he's willing to do $2,681 off the truck.",sale
2026_11,0,133.2200014,141.4600034," I appreciate that. I appreciate being transparent there. You know, I have a deal for $3,700 I just got a call back on. I'm trying to be closer to about five grand off.",sale
2026_11,1,141.4600034,158.2200014," I mean, the thing is, this is the only truck, the only Frontier Pro-4X long bed with both the convenience package and the premium package. There's not another one in the state. So, I mean, we're willing to discount some money, but we're not going to discount $4,000 or $5,000.",sale
2026_11,0,158.2200014,163.9000014," But I mean, part of it is that it's a long bed, and not everybody's looking for a long bed. It's not like Nissan's making a million of these cars, you know.",sale
2026_11,1,163.9000014,176.2600024," Oh, no, they're not, but with it being the only one in the state, I mean, we're not going to discount $4,000 or $5,000 on a vehicle that's the only one in the state. We got a unicorn here, you know. I mean, there are other colors, right?",sale
2026_11,0,176.2600024,215.8000034," You're right, there's no other color of this one in the state, but there are three other cars I would take, and there are others in other states around you. It's not a unicorn just because it's, I mean, if I look at Frontiers as a whole, you guys have 50 on your lot, right? It's a long bed. Not everybody's looking for a long-bed Frontier. Most people buy a Frontier because it's a small truck idea. The long bed is not as desired. Nissan doesn't make as many. It doesn't mean I'm going to pay more for it. It's also a 2026. Yes, it is a 2026. They just haven't made a lot of them yet. I mean, if you guys want to hold on to it and maybe somebody's willing to pay a crazy price for it, but I have a feeling in a week or two you guys would call me back anyway and I've bought a car from somebody else, and we're back to square one and you guys are like, dang, Nissan's, the market's rough.",sale
2026_11,1,215.8000034,217.9200024," Well, I mean, you said you have other offers, right?",sale
2026_11,0,217.9200024,223.2000034," Yeah. I have a deal for $3,700 off, and they were trying to get to 5K.",sale
2026_11,1,223.2000034,225.2000034, And then is it the same? Is it a different color?,sale
2026_11,0,225.2000034,239.0400014," Yeah. No, it's the same color. This one is a tactical green, and they are at $3,700 off MSRP. Let me pull it over here. And where's this one at? This one is in California. They're at $3,637 off.",sale
2026_11,1,239.0400014,246.2400024," So then are you going to pay to get the vehicle delivered? Yeah. See, I mean, whatever you're saving there, you're going to spend on delivery.",sale
2026_11,0,246.2400024,250.4000014," Well, I mean, if they get me to 5K off, no. I mean, shipping is going to be like 500 bucks.",sale
2026_11,1,250.4000014,258.4000014," Well, I mean, look, if you have an offer, if you can get that over to me, then maybe I can do something a little bit more for you.",sale
2026_11,0,258.4000014,261.4000014, Sure. It's already texted your way. Already texted.,sale
2026_11,1,261.4000014,270.6399994," Yeah. You text it, because I'm calling you off the landline, so I can't get text messages there. Are you able to, I'll give you my personal number. You can text it to me there.",sale
2026_11,0,270.6399994,288.3200004," Yeah, that's, um, yeah. If you want to give me your personal number. What in the world? My system just crashed. I guess I'll call the guy back. I don't know. I don't remember his name. I honestly thought this was the San Francisco dealership. This is Tom.",sale
2026_11,1,288.3200004,290.3200004," Hey, Tom. It's Gavin at Nissan.",sale
2026_11,0,290.3200004,291.3200004, How are you?,sale
2026_11,1,291.3200004,293.3200004," Hey, man. How's it going?",sale
2026_11,0,293.3200004,298.3200004," Good. Good. Hey, did you get that video I sent over? I did. It looks great.",sale
2026_11,1,298.3200004,315.4000014," And nobody's driven it. This is the dream in the driveway if I've ever seen one, you know? So, I mean, anything that we have online advertised with pricing is what we'll do. There are some, I'm pulling it up right now. Typically Nissan doesn't do special financing and all the discounts. That's usually one or the other, whichever you prefer. So it looks like the online price is $46,828. Is that the one you saw?",sale
2026_11,0,315.4000014,316.4000014, That is the one I saw.,sale
2026_11,1,316.4000014,342.8200014," Okay, cool. So, yeah.  So the window sticker on this starts at $52,495. We usually ask a couple over, but the window sticker is $52,495. So you will get that discount, $3,116. I think there is special financing for 1.9 on these things. I'll get the term. So if you do that, we won't get the $2,500 cash, but you'll be making that up in money you save on the principal anyway.",sale
2026_11,0,342.8200014,347.5400034," Yeah, yeah, and I appreciate that. Do you guys have any dealer add-ons or fees or anything crazy?",sale
2026_11,1,347.7600024,393.7000044," I actually just did another one of these over the phone with a customer. The doc fees, lender fees, depends on the price of the car. So this will be a good estimate. He put $5,000, so let's say if you put five grand down, sales tax would be around $3,500, between $3,500 and $3,600. Documentary fee is probably going to be somewhere in the low 400s, maybe $420, $430. And then the $289 is the VTR, the vehicle theft registration. It's those little metal stickers that you see inside of the door frames on cars. And what that does is it gives you a little bit of an insurance break. Insurance likes having those on there. Basically, if something happens to your vehicle, heaven forbid, even if it then gets compromised, it can be traced back to you as an owner. And in the event of a total loss, it covers you up to $2,500. But at $289, yeah, nothing else really is going to be there. I mean, if you want to do gap insurance, we can show you what that looks like.",sale
2026_11,0,393.7000044,397.9000014, So you guys' doc fee scales with the price of the car?,sale
2026_11,1,397.9000014,399.5400014, I need to check on that.,sale
2026_11,0,399.5400014,402.6200034, That's a novel concept. I've never heard before.,sale
2026_11,1,402.6200034,416.7600024," Well, I've seen it. To be honest, I've seen it come back a little bit lower, so that's why I wanted to check. Normally, I mean, this one here was $423, but this is a different car. But, I mean, other than that, we're looking at hundreds in terms of just little fees.",sale
2026_11,0,416.7600024,432.3600004," Well, I appreciate your transparency. The $300 ad or whatever, that's whatever. I do have a deal already for a bigger discount, though, without that doc fee, at $3,600 with an $85 doc fee. So it's almost like a thousand-dollar better deal than your dealership right now.",sale
2026_11,1,432.3600004,433.5999984, What dealership is that?,sale
2026_11,0,433.6200034,435.7000044, It's in San-,sale
2026_11,1,435.7000044,440.1800024," Okay, I mean, that might just be a California thing. I don't know about their doc fees. What's the selling price on that vehicle?",sale
2026_11,0,440.3000024,456.3400024," Yeah, the MSRP is $51,960. They're down to $48,323. They're adding an $85 doc fee, a $35 temporary tag fee, and an $8.75 tire, battery, and VTR. So the out-the-door is $48,451.75 plus tax.",sale
2026_11,1,456.4200024,465.8200014," Okay. I mean, ours still is cheaper. I mean, it sounds like we have a better deal on that one already. Before it was cheaper. Well, you said before taxes it was $48-something.",sale
2026_11,0,465.8600024,469.6200034," Yeah, but that's because you guys are adding the $2,500 thing. I'm doing 1.9 percent financing.",sale
2026_11,1,469.6600024,473.7000014," Oh, I see. Okay, so that's at 1.9 percent.",sale
2026_11,0,473.7000014,477.0600014," It's $48,323. Yeah. And they're trying to even save me more.",sale
2026_11,1,477.0600014,481.3000034," So, okay, I mean, we're pretty close. What do we need to do to earn your business?",sale
2026_11,0,481.3400044,482.9800034," I'm trying to be at $4,500 off.",sale
2026_11,1,483.0200004,490.7800024," So what you're telling me, if I could get the customer cash, do you want $4,000 under MSRP at 1.9 percent?",sale
2026_11,0,490.7800024,495.4600034," Is that correct? Correct. Yeah. Yeah, I'd like to be at $4,500 off with the 1.9 percent.",sale
2026_11,1,495.4600034,500.4600034," That'd be under MSRP. So under $4,500 off of $52,495.",sale
2026_11,0,500.4600034,501.7400024, Correct. Correct.,sale
2026_11,1,501.7400024,505.3400044," Well, if I could do that for you, would you want to lock this vehicle in?",sale
2026_11,0,505.3800054,507.6600044," Yeah. You get $4,500 off. It's a great deal, yeah.",sale
2026_11,1,507.6600044,509.0600054," And it's your lucky numbers, man.",sale
2026_11,0,509.0600054,510.8600004, You told my lucky numbers. You're right.,sale
2026_11,1,510.8600004,514.0200044, And it's still wrapped from Christmas for you.,sale
2026_11,0,514.0600054,516.4200064, I know. Nobody's driven it. Nobody's touched it. I love it.,sale
2026_11,1,516.4200064,518.9400024," If I can do that for you, can you be here today?",sale
2026_11,0,518.9800034,521.3800054," Yeah. I mean, I want to do all the paperwork. Why do we need me there today, for sure?",sale
2026_11,1,521.3800054,529.5800024," Okay, let me just see if we can do that for you. I mean, we're pretty close already. Let me see what I can do. Okay, I'll give you a call.",sale
2026_11,0,529.5800024,542.7000044," No problem. Bye. So they're okay. So currently our best offer, the best deal we currently have, is 48- Nissan Frontier. We've gone from above MSRP to below MSRP on this deal.",sale
2026_11,1,542.7000044,545.5000004," This is Tom. Hey, Tom, it's Gavin. Is now a good time to talk?",sale
2026_11,0,545.5000004,546.6600044," Gavin, it's a great time to talk.",sale
2026_11,1,546.6600044,560.8000024," Good. So it's a good time. So lucky number 26176, my manager said he can do $4,500 under our MSRP. So $4,500 under $52,495, and he'll do the 1.9% for you.",sale
2026_11,0,560.8000024,564.4000024, I love it. Send me that down and then send me what you need for me to start the paperwork.,sale
2026_11,1,564.4000024,566.3600024, Okay. Are you able to come into the dealership?,sale
2026_11,0,566.3600024,569.8000024," I mean, I'd prefer to do it all remotely if possible, just being a little bit of a distance, but-",sale
2026_11,1,569.8000024,571.0400024, How far away are you?,sale
2026_11,0,571.0400024,571.8800024, I'm in Prescott.,sale
2026_11,1,571.8800024,577.4000014," You're in where, I'm sorry? Oh, you're in Arizona right now. Yeah. Oh, I misheard you. I thought you said you could come up here today.",sale
2026_11,0,577.4000014,580.5600014," My bad. I mean, in theory, we could come up whenever, but obviously we'll make it work.",sale
2026_11,1,580.5600014,587.0200024," Okay, perfect. Well, here, let me, since I got you on the phone, do you have a few minutes for me to do what I need for a finance application?",sale
2026_11,0,587.0200024,604.3400044," Well, just call me. Some dealerships are slimy and horrible. I'm not saying you guys are, but some are. If you could just send me that down so I have it in writing and then I'll give you whatever information you need. It's going to be on my business partner's name, or maybe both of ours. I'll talk to him about it right now, but we're going to do it in one of our names. But if you could just do me a favor and just send it down in writing so I have that, and then we'll give you all the information you need.",sale
2026_11,1,604.3400044,608.3800014," Yeah, I'll get that structured for you. Were you planning on putting anything down? Is there a trade-in?",sale
2026_11,0,608.3800014,609.9200024," Five to $10,000 down, no trade.",sale
2026_11,1,609.9200024,614.2200014," Okay. Between five to 10, do you want me to structure it with like $7,500 down? That's in the middle.",sale
2026_11,0,614.2200014,615.8800014," Just do, yeah. Yeah, you can do it.",sale
2026_11,1,615.8800014,620.0600014," Yeah, you can just do it. I could probably show you a pencil with three options, depending on-",sale
2026_11,0,620.0600014,621.7800024," Gavin, I appreciate it. You got my lucky number working.",sale
2026_11,1,621.7800024,625.1200034," I know, man. I appreciate it. And you know, it's my day off, man. I came in. I got lucky.",sale
2026_11,0,625.1200034,626.9800034," It's meant to be. Whoa, what are the chances, man?",sale
2026_11,1,626.9800034,630.3200004," I know, man. I like your energy. This is fun. You know what?",sale
2026_11,0,630.3200004,632.7799994," My mom always said I had good energy, but my dad, he didn't like it.",sale
2026_11,1,632.7799994,634.0999984, Maybe he was jealous.,sale
2026_11,0,634.0999984,636.3200004," Honestly, I don't like him. So, let's see what's going on.",sale
2026_11,1,636.3200004,640.1200034, Were you guys going to want to look at any type of warranty on this?,sale
2026_11,0,640.1200034,644.7200014," I mean, it would be in theory. I mean, it's something we're considering, but we haven't decided yet.",sale
2026_11,1,644.7200014,673.2600024," Okay. Well, I'll show you with an extended warranty that takes your three-year or 36,000 bumper-to-bumper, basically, which is the wrong term nowadays. These things don't really have bumpers anymore, but that's all your computers and electronics. And that could extend it out to probably like 72 months or 100,000 miles, whichever. If you plan on having it for a while, we recommend it, you know, with all the computer diagnosing things. If you have this thing for four or five years, that stuff won't be covered, you know? And that can be pretty hefty out-of-pocket stuff. Would you like me to show you with a warranty?",sale
2026_11,0,673.2600024,677.7000044," Let's just say without for now, just so we have it, and then we're considering it. But if you want to send me the pricing on it-",sale
2026_11,1,677.7000044,683.3600024," I'll definitely- Yeah, and I could tell you the coverage and the term just so you can have it.",sale
2026_11,0,683.3600024,685.3600024, Yeah.,sale
2026_11,1,685.9200024,699.9600034," Okay, perfect. And if you guys put between five to $10,000, I don't think you'll need- but my manager will know what to do with that. Okay, okay. Sounds good. Without warranty, 1.9 for those 16 months. Let me get that structured, and I'll get your email, home-",sale
2026_11,0,699.9600034,705.0400034," I don't use email, man. It's the devil's work. I can text you, and then I got you, yeah.",sale
2026_11,1,705.0400034,712.7200014," You can text me back to that number. I'll just take a photo and send it over there. Okay, just email- No problem.",sale
2026_12,0,0,3,"Hey, sales. It's Tommy. I just want to see if you guys have a new car available.",no sale
2026_12,1,3,4,"Yes, what's the stock number?",no sale
2026_12,0,4,8,"Stock number: T as in Tango, K as in Kangaroo, 27010.",no sale
2026_12,1,8,12,"That's the TK27010 â€” S model, all-wheel drive, ivory silver.",no sale
2026_12,0,12,15,That's it. I'm also interested in putting a deposit down if the deal makes sense.,no sale
2026_12,1,15,20,"For our deposits, we do $1,000. It's 100% refundable and it goes towards your down payment.",no sale
2026_12,0,20,22.15,"Yeah. As long as I agree to the price, that's totally fine.",no sale
2026_12,1,22.15,24,Are you planning on financing or just paying cash for the vehicle?,no sale
2026_12,0,24,28,"I'm open to either â€” open to financing, open to paying cash.",no sale
2026_12,1,28,30.44,What were you hoping to accomplish on a vehicle like this?,no sale
2026_12,0,30.44,37.02,"It's a new car. I obviously want to get a deal on one. I was hoping to get right around $2,000 off of the MSRP.",no sale
2026_12,1,37.02,50,"Or of our asking price â€” because we are pretty firm on the asking price with this being a brand new car. The dealer-installed accessories are $2,999, and then we have a dealer markup of $2,999, so about $6,000 over sticker. I would just have to see what my manager is willing to do. Can you give me a minute?",no sale
2026_12,0,50,61.25,"No, I do not want to pay a markup. That's absurd. So you guys are $6,000 above MSRP, and that's it?",no sale
2026_12,1,61.25,65,Yes. So I would just have to see what my manager is willing to do for this vehicle and put together an offer.,no sale
2026_12,0,65,79,"I'm definitely not $6,000 above on an S. That's how negative equity happens. If you are able to remove the markup, would that be something that would work for you? No â€” I've seen deals at MSRP.",no sale
2026_12,1,79,99,"What happens here with these cars that just came out is that dealerships try to take advantage of the first 30 days, and then people don't buy them, they hit the lots, and then discounts start to happen. As far as what we're asking â€” MSRP is actually a really great deal on a car like this, because all of our cars have dealer asking prices.",no sale
2026_12,0,99,103.12,"This is not just the Telluride, right? You charge above MSRP on every car?",no sale
2026_12,1,103.12,104,Every car. Yes.,no sale
2026_12,0,104,117,"I mean, if you let your manager know that I'm not willing to pay markup, I'm not willing to pay any of that â€” I'm definitely down to buy a car. I'm trying to buy one today or tomorrow. I always put a deposit on one.",no sale
2026_12,1,117,125,"All right, Mr. Tom. I will give you a call back. [Minutes later.] You had a question about our pricing on our Telluride. Are you going to be around the area anytime soon?",no sale
2026_12,0,125,133,"I mean, I can be. Not like in five minutes, but if we agree to numbers. I'm trying to be $2,000 off MSRP.",no sale
2026_12,1,133,144,I can try to see if we can help you and try to not do a markup. The biggest thing is I do have my accessories â€” a seven-year protection plan for the exterior and interior paint.,no sale
2026_13,1,0,3.54,Thank you for calling the number one Hyundai in California. This is Montemay. How may I assist you?,no sale
2026_13,0,3.54,5,"Hey, are you in new car sales?",no sale
2026_13,1,5,6,Yes.,no sale
2026_13,0,6,9,I love talking to the number one dealership in the state. I'm hoping you guys have a car available.,no sale
2026_13,1,10,11,What is the vehicle you are interested in?,no sale
2026_13,0,11,13,It is a Hyundai Palisade Calligraphy Hybrid.,no sale
2026_13,1,14,17,"Okay, I do have a couple available. Are you interested in a certain color?",no sale
2026_13,0,17,20,"Yes, the earthy brass matte.",no sale
2026_13,1,20,28.01,"I'm sorry, I have to look through all the colors real quick just to make sure I have it here. Do you want to stop by today for a test drive and take a look at the vehicle?",no sale
2026_13,0,28.01,35,"I've already driven one. I already know I want it. I'm really just calling to try to get the best pricing on it, and if I do that I'll buy it today.",no sale
2026_13,1,35,49,"For pricing, we're currently not giving pricing over the phone. I do suggest you come in. We are negotiating prices once you are here. We get the best prices once you visit us. We are the number one Hyundai in California.",no sale
2026_13,0,49,52,"No, I appreciate that, but if you guys are the number one dealership, why not just give numbers over the phone?",no sale
2026_13,1,52,57,Because we are getting shopped around a lot. So that's why we do suggest you come in. You're able to negotiate the price once you're here.,no sale
