conversation_id,speaker_id,start_time,end_time,text,outcome,is_sale,duration,dealer,model,msrp,tsrp,add_ons
2,0,227.3399963,231.5999985," Sure, may I have the stock number it is two two six one five eight",,,,,,,,
2,0,232.1800003,237.1800003, Two two six one five eight and it's a used one or a new one brand new,,,,,,,,
2,0,237.8199997,239.8199997, spanking new,,,,,,,,
2,1,240,242.3199999, Just give me a moment.,,,,,,,,
2,1,242.3199999,243.6800001, And may I know whom I'm speaking with?,,,,,,,,
2,0,243.6800001,244.5, My name's Tommy.,,,,,,,,
2,0,244.5,245.3400002, What was your name?,,,,,,,,
2,1,245.3400002,246.1799998, And my name is Adam.,,,,,,,,
2,0,247.1199999,249," Adam, nice to meet you Adam.",,,,,,,,
2,1,249,252.3599997," And you are looking at the Sienna Platinum 2025, correct?",,,,,,,,
2,0,252.3599997,253.1999998, Yes.,,,,,,,,
2,1,254.5200005,255.7200003, Just give me a moment.,,,,,,,,
2,0,255.7200003,257.1599998," No, take all the time you need.",,,,,,,,
2,1,257.1599998,258.0799999, Thank you for holding sir.,,,,,,,,
2,1,258.0799999,261.3600006," Right, the vehicle estimate availability",,,,,,,,
2,1,261.3600006,264.6800003, will be from 19th February.,,,,,,,,
2,0,264.6800003,266.8400002," Okay, so the car will be here February 19th.",,,,,,,,
2,0,266.8400002,268.0799999, So it is available.,,,,,,,,
2,1,268.0799999,268.9200001, Yes.,,,,,,,,
2,1,268.9200001,269.7600002, Okay. Yes.,,,,,,,,
2,0,269.7600002,270.8799992," Awesome, Adam.",,,,,,,,
2,1,270.8799992,271.7199993," But if you would like,",,,,,,,,
2,1,271.7199993,274.4799995, you can come on over and pre-purchase the vehicle.,,,,,,,,
2,0,274.4799995,275.3199997, Sure.,,,,,,,,
2,0,275.3199997,277.3199997," What's the, can I talk to somebody",,,,,,,,
2,0,277.3199997,278.5999985, about the pricing of the vehicle?,,,,,,,,
2,1,278.5999985,281.7599983," Yeah, you can come on over and meet our VIP manager.",,,,,,,,
2,1,281.7599983,283.3600006, He can assist you with the pricing,,,,,,,,
2,1,283.3600006,286.5200005, and you're looking for financing or lease or cash purchase.,,,,,,,,
2,0,286.5200005,287.7200012," Oh, I can pay cash.",,,,,,,,
2,1,287.7200012,288.5400009, Perfect.,,,,,,,,
2,1,288.5400009,292.5999985, So you can only bring your ID and meet our VIP manager.,,,,,,,,
2,1,292.5999985,294.5600014," So are you more available today, tomorrow,",,,,,,,,
2,1,294.5600014,297.0800018, or is Friday works best for you?,,,,,,,,
2,1,297.1199989,299.3600006, Because we also have a month-end special sale,,,,,,,,
2,1,299.3600006,300.5600014, is going on right now.,,,,,,,,
2,0,300.5600014,301.9599991," Awesome, well, that's perfect.",,,,,,,,
2,0,301.9599991,305.3199997," Well, here's the problem is with VIP manager,",,,,,,,,
2,0,305.3199997,308, I feel like I'm a VIP and the car's not even there.,,,,,,,,
2,0,308,309.7600021," So I prefer not to drive all the way out there,",,,,,,,,
2,0,309.7600021,312, go through traffic just to talk about numbers,,,,,,,,
2,0,312,312.8399963, and the car's not there.,,,,,,,,
2,0,312.8399963,314.3600006," I can do this all over the phone, right?",,,,,,,,
2,1,314.3600006,315.1999969, I got you.,,,,,,,,
2,1,315.1999969,318," But the thing is, if we are not dealing over the phone,",,,,,,,,
2,1,318,320.2399979, we are doing the deals at the store,,,,,,,,
2,1,320.2399979,323.3199997," and what is gonna be happens before,",,,,,,,,
2,1,323.3199997,326.7600021, as soon as the time that Sienna's they are pre-sold.,,,,,,,,
2,1,327.4400024,330.0400009, That one is still available for the allocation.,,,,,,,,
2,0,330.0400009,330.8799973," Yeah, yeah, I get that.",,,,,,,,
2,0,330.8799973,331.7200012, That's why I'm calling.,,,,,,,,
2,0,331.7200012,333," Like, I just don't see the sense of-",,,,,,,,
2,1,333,334.9599991," That is why I'm saying, you can come on over,",,,,,,,,
2,0,334.9599991,336.2799988," you can, yeah, exactly.",,,,,,,,
2,1,336.2799988,338.3600006," So you can come on over, you can reserve the vehicle",,,,,,,,
2,1,338.3600006,341.3199997," and as soon as it arrived, we can deliver it to you.",,,,,,,,
2,0,341.3199997,344.4800034," Okay, but I need a, but why, that makes no sense.",,,,,,,,
2,0,344.4800034,346.7200012," Why do I have to come in to put a deposit on a car,",,,,,,,,
2,0,346.7200012,349.6399994, but you can deliver the car to me afterwards?,,,,,,,,
2,0,349.6399994,350.9199982, Aren't I a VIP?,,,,,,,,
2,0,350.9199982,351.7600021, Didn't you just tell me I'm a VIP?,,,,,,,,
2,0,351.7600021,353.4800034, Like you can take the delivery from the dealer.,,,,,,,,
2,1,353.4800034,355," No, it's not about that.",,,,,,,,
2,1,355,356.0400009," Actually, it's about,",,,,,,,,
2,1,356.0400009,358.1600037, because we are doing the deals at the store.,,,,,,,,
2,1,358.1600037,359.1999969, So that's the thing.,,,,,,,,
2,0,359.1999969,360.0400009, What?,,,,,,,,
2,0,360,363.8399999," Bro, what are you talking about, man?",,,,,,,,
2,0,363.8399999,364.8400002, The car's not there.,,,,,,,,
2,1,364.8400002,365.8400002," Yeah, I got you.",,,,,,,,
2,1,365.8400002,370.3599997," But if you can come on over, you can put a deposit on the vehicle, we can finalize the",,,,,,,,
2,1,370.3599997,372.6400003, numbers for you and get the deal done.,,,,,,,,
2,1,372.6400003,377.6800003," And as soon as the vehicle available, you can pick it up or we can deliver it to you.",,,,,,,,
2,0,377.6800003,381.2000008, So you're saying my credit card is that like the credit card number I'm looking at right,,,,,,,,
2,0,381.2000008,382.2000008, now I can't use?,,,,,,,,
2,0,382.2000008,383.2000008, I'm looking at my credit.,,,,,,,,
2,0,383.2000008,385.7199993, I'm looking at my credit card right now.,,,,,,,,
2,0,385.7199993,388.7199993, Are those invalid over the phone?,,,,,,,,
2,1,388.7199993,391.1599998," As I've told you, we are doing the deals at the store.",,,,,,,,
2,1,391.1599998,393.2400017, We are not doing the deals online.,,,,,,,,
2,0,393.2400017,394.2400017, That's what I'm saying.,,,,,,,,
2,0,394.2400017,395.2400017, You can deliver the car.,,,,,,,,
2,0,396.2400017,397.2400017, Okay.,,,,,,,,
2,0,397.2400017,398.7599983, I guess I'm excellent service.,,,,,,,,
2,0,398.7599983,400.3600006," Fully transparent, fully in control.",,,,,,,,
2,0,400.3600006,403.3199997, Say hello to an online shopping experience that puts you right in the driver's seat.,,,,,,,,
2,0,403.3199997,407," So you're saying I can buy this car online, but I can't do it over the phone?",,,,,,,,
2,1,407,409.3199997," Over the phone, unfortunately, we are not doing the deals.",,,,,,,,
2,0,409.3199997,410.3199997, Okay.,,,,,,,,
2,0,410.3199997,411.3199997, So you're saying I could do this online?,,,,,,,,
2,1,411.3199997,412.3199997, We are doing the deals.,,,,,,,,
2,1,412.3199997,413.3199997, Every deal is in the store.,,,,,,,,
2,0,413.3199997,416.3600006," But what about the thing on the website that says fully transparent, fully in control.",,,,,,,,
2,0,416.3600006,420.0400009, Say hello to an online shopping experience that puts you right in the driver's seat.,,,,,,,,
2,1,420.0400009,423.2799988, Because you can check that via SmartPath.,,,,,,,,
2,1,423.2799988,425.7200012, You can check the online numbers.,,,,,,,,
2,1,425.7200012,429.2799988," But to finalize the deal, you have to come to the dealership.",,,,,,,,
2,0,429.2799988,431.3199997, Even though the car is not there?,,,,,,,,
2,1,431.3199997,432.3199997, Yes.,,,,,,,,
2,1,433.3199997,440.2799988," Because I'm pretty sure until you have signed to come over, let's say about the delivery",,,,,,,,
2,1,440.2799988,443.5599976," time of the vehicle, I'm pretty sure that vehicle is pre-sold.",,,,,,,,
2,0,443.7600021,447," Yeah, but what's the difference between me coming in and giving you a credit card versus",,,,,,,,
2,0,447,448.4800034, me giving you a credit card over the phone?,,,,,,,,
2,0,448.4800034,449.4800034, That's what I don't understand.,,,,,,,,
2,1,449.4800034,450.4800034, Because we are not doing...,,,,,,,,
2,1,450.4800034,451.4800034," I got you, sir.",,,,,,,,
2,1,451.4800034,458.3600006," Actually, the thing is, because of the safety and everything, we are not doing the deals",,,,,,,,
2,1,458.3600006,459.3600006, online.,,,,,,,,
2,0,459.3600006,460.3600006, What?,,,,,,,,
2,0,460.3600006,461.3600006, Safety?,,,,,,,,
2,0,461.3600006,462.3600006, Whose safety?,,,,,,,,
2,1,462.3600006,463.3600006," Yeah, for the safety of the customers.",,,,,,,,
2,0,463.3600006,464.3600006, Have you heard of Amazon?,,,,,,,,
2,0,464.3600006,467.0400009, Do you think they do all their purchases in person?,,,,,,,,
2,1,467.0400009,468.0400009, Yes.,,,,,,,,
2,1,468.0400009,469.0400009, I know.,,,,,,,,
2,0,469.0400009,470.0400009, Online shopping is not a good thing.,,,,,,,,
2,1,470.0400009,471.0400009, But the thing is...,,,,,,,,
2,0,471.1200027,473.5599976," Like if I call Best Buy right now, I can buy something right now?",,,,,,,,
2,1,473.5599976,475.2799988," We are doing the deals at the store, sir.",,,,,,,,
2,0,475.2799988,476.2799988," Yeah, but it's not about my safety.",,,,,,,,
2,0,476.2799988,477.2799988, Safety?,,,,,,,,
2,0,477.2799988,478.2799988, But tell me we are doing the deal...,,,,,,,,
2,0,478.2799988,479.2799988, You just mixed it up.,,,,,,,,
2,1,480,481.42," I can understand that, sir.",,,,,,,,
2,1,481.42,484.2600002," But unfortunately, we are doing the deals at the store.",,,,,,,,
2,0,484.2600002,485.6799998, Okay.,,,,,,,,
2,0,485.6799998,486.8400002, Is there anybody else I can talk to you,,,,,,,,
2,0,486.8400002,488.96, that can do the numbers over the phone?,,,,,,,,
2,0,488.96,491.1199999, It just seems silly that your car is not there,,,,,,,,
2,0,491.1199999,493.96, and you're making me wait and I have to drive in,,,,,,,,
2,0,493.96,495.4799995, just to say yes to the numbers.,,,,,,,,
2,0,495.4799995,496.8799992, Then I don't even know what the numbers are.,,,,,,,,
2,1,496.8799992,499.5599995, Because you are going to put the deposit on the vehicle.,,,,,,,,
2,0,499.5599995,501.4200001," Yeah, but why can't you take the deposit over the phone",,,,,,,,
2,0,501.4200001,502.2600002, like every online business?,,,,,,,,
2,1,502.2600002,503.8799992, To reserve the vehicle under your name.,,,,,,,,
2,0,503.8799992,505.5200005, I just bought some luggage today from Mom.,,,,,,,,
2,1,505.5200005,506.3600006," I got you, sir.",,,,,,,,
2,1,506.3600006,509.1399994, Because you didn't...,,,,,,,,
2,1,509.1399994,512.3400002," Okay, let me explain you why I'm saying that.",,,,,,,,
2,1,512.3400002,514.3800011, Because that's the actual number,,,,,,,,
2,1,514.3800011,516.5400009, which is showing on the website only.,,,,,,,,
2,1,516.5400009,518.1399994, That's not the actual deal number.,,,,,,,,
2,1,518.1399994,521.9000015," So, the tax title and if there is any fee,",,,,,,,,
2,1,521.9000015,523.5400009, those are not included in it.,,,,,,,,
2,0,523.5400009,524.3800011, Sure.,,,,,,,,
2,1,524.3800011,526.3400002," So, once you come in, talk to our VIP manager,",,,,,,,,
2,1,526.3400002,527.1800003, sit with him.,,,,,,,,
2,1,527.1800003,529.2599983, He can help you out with the finalize the deal.,,,,,,,,
2,1,529.2599983,531.0200005, Either he can give you any discounts,,,,,,,,
2,1,531.0200005,533.7599983, or dealer discounts or anything.,,,,,,,,
2,1,533.7599983,535.6199989, Then there's gonna be a final number.,,,,,,,,
2,1,535.6199989,538.0600014," And if you can agree on that number,",,,,,,,,
2,1,538.0600014,539.8199997, we can take a deposit from you.,,,,,,,,
2,1,539.8199997,540.8199997, Okay.,,,,,,,,
2,0,540.8199997,544.0999985," On Amazon, Anchor 737 Power Bank.",,,,,,,,
2,0,544.0999985,545.6200027, If I add that to my cart.,,,,,,,,
2,0,545.6200027,546.5400009," Okay, cool.",,,,,,,,
2,0,546.5400009,548.2200012, They can give me an out-the-door number.,,,,,,,,
2,0,548.2200012,549.6200027, They didn't ruin their safety.,,,,,,,,
2,0,549.6200027,551.2600021, The out-the-door number for the things on my cart,,,,,,,,
2,0,551.2600021,552.9800034, is now $262.,,,,,,,,
2,0,552.9800034,554.4599991, Because I had a few other things on my cart.,,,,,,,,
2,0,554.4599991,555.8199997, I can proceed to checkout.,,,,,,,,
2,0,555.8199997,556.8199997," Oh, there is some tax on there.",,,,,,,,
2,0,556.8199997,558.3399963, Now it's 280 bucks.,,,,,,,,
2,0,558.3399963,559.7200012, Nobody's safety was impacted,,,,,,,,
2,0,559.7200012,561.5, by me knowing the total out-the-door.,,,,,,,,
2,1,561.5,562.5," I got you, Tommy.",,,,,,,,
2,1,562.5,566.3799973," But at our dealership, we are doing the deals at the store.",,,,,,,,
2,0,566.3799973,567.6200027, Even though your website says,,,,,,,,
2,1,568.5800018,570.6600037, you can come on over and meet your VIP manager.,,,,,,,,
2,1,570.6600037,575.0999985, You can check the estimate price via a smart pad,,,,,,,,
2,1,575.0999985,576.0999985, on the website.,,,,,,,,
2,0,576.0999985,578.5400009, Just doesn't feel like I'm in the driver's seat right now.,,,,,,,,
2,0,578.5400009,580.2200012, I feel like I'm in the trunk.,,,,,,,,
2,0,580.2200012,582.0199966," Like it says on your website, be in the driver's seat.",,,,,,,,
2,0,582.0199966,583.5, I feel like you've thrown me in the trunk.,,,,,,,,
2,0,583.5,587.6999969, It's follow me or else you get driven into a river.,,,,,,,,
2,1,587.6999969,589.4199982, I'm sorry for the inconvenience about it,,,,,,,,
2,1,589.4199982,590.9000015, that you are feeling like that.,,,,,,,,
2,1,590.9000015,592.1800003, But actually that's the rule.,,,,,,,,
2,1,592.1800003,593.9400024, We are following that rule since the beginning.,,,,,,,,
2,0,593.9400024,595.2200012, But whose rule is it?,,,,,,,,
2,0,595.3000031,597.1399994, It's not Toyota's rule.,,,,,,,,
2,1,597.1399994,598.7399979, That's from the company side.,,,,,,,,
2,1,600,602," That's not a Toyota, sir. That's a dealership.",,,,,,,,
2,0,602,603.8," Seems like a silly rule, don't you think?",,,,,,,,
2,0,603.8,605," I mean, I'd love to buy a car.",,,,,,,,
2,0,605,606.4400001," Like, I'm ready to buy a Sienna.",,,,,,,,
2,0,606.4400001,607.8000002," Like, we're ready to buy a Sienna.",,,,,,,,
2,0,607.8000002,608.6400003, We're trying to buy one.,,,,,,,,
2,0,608.6400003,609.6800003, We just don't want to waste our time,,,,,,,,
2,0,609.6800003,611.4799995, spending two hours to get to the dealership,,,,,,,,
2,0,611.4799995,613.2399998, just to put a deposit down on a car,,,,,,,,
2,0,613.2399998,616.1200008, when my credit card is readily available.,,,,,,,,
2,1,616.1200008,617.2800007," I can understand that, sir.",,,,,,,,
2,1,617.2800007,620.4400005," But as I've told you, we are doing the deals at the store.",,,,,,,,
2,1,620.4400005,621.7199993, You can come on over and meet.,,,,,,,,
2,0,621.7199993,623.0400009, I can come over and meet who?,,,,,,,,
2,0,623.0400009,623.9200001, The VIP manager.,,,,,,,,
2,0,623.9200001,625.5599995, But I don't know the VIP manager's name.,,,,,,,,
2,0,625.5599995,627.1200008, I won't ever talk to the VIP manager.,,,,,,,,
2,0,627.1200008,629.3199997, And the only way to talk to the VIP manager is that I-,,,,,,,,
2,1,629.3199997,630.7600002, His name is Marlon.,,,,,,,,
2,0,630.7600002,632.4799995, Marlon. There's just one person.,,,,,,,,
2,0,632.4799995,634.4399986, And Marlon doesn't know how to use a phone.,,,,,,,,
2,1,634.4399986,635.2799988, He knows.,,,,,,,,
2,1,635.2799988,637.3199997," But the thing is, to finalize the deal,",,,,,,,,
2,1,637.3199997,638.6399994, you have to come and meet him.,,,,,,,,
2,0,638.6399994,639.4799995, Marlon.,,,,,,,,
2,0,639.4799995,640.8400002, He looks like a nice guy.,,,,,,,,
2,0,640.8400002,641.9199982, He's the general sales...,,,,,,,,
2,0,641.9199982,643.7999992, So I meet with a general sales manager,,,,,,,,
2,0,643.7999992,644.6399994, in order to put a deposit.,,,,,,,,
2,0,644.6399994,645.9199982, I don't meet with a salesperson?,,,,,,,,
2,0,645.9199982,647, I think that's your guys' problem.,,,,,,,,
2,0,647,648.4799995, You guys are making their general sales manager,,,,,,,,
2,0,648.4799995,649.4799995, take deposits.,,,,,,,,
2,1,649.4799995,652.7599983," Actually, he's the one who's taking care of the deals.",,,,,,,,
2,1,652.7599983,654.0800018, So you can come and meet him.,,,,,,,,
2,0,654.0800018,656, Don't you guys have salespeople?,,,,,,,,
2,0,656,657.4799995, I think I figured out the problem with your dealers.,,,,,,,,
2,0,657.4799995,658.7200012, You guys don't have salespeople.,,,,,,,,
2,0,659.3199997,663.4399986, You have your general sales manager taking deals.,,,,,,,,
2,0,663.4399986,664.2799988, If he-,,,,,,,,
2,0,664.2799988,665.1200027, I'm gonna blow his mind.,,,,,,,,
2,0,665.1200027,666.0800018," Yeah, you can transfer me to him.",,,,,,,,
2,0,666.0800018,668.1200027, If he hires salespeople,,,,,,,,
2,0,668.1200027,669.4400024," that can talk to numbers over the phone,",,,,,,,,
2,0,669.4400024,671.1600037, he would sell way more cars.,,,,,,,,
2,1,671.1600037,672, Sure.,,,,,,,,
2,1,672,675.0400009, So are you looking to speak with him,,,,,,,,
2,1,675.0400009,677, or are you planning to come on over?,,,,,,,,
2,0,677,679.1600037," I mean, I guess I can't speak to him.",,,,,,,,
2,0,679.1600037,680.1999969, He told me I'm not allowed.,,,,,,,,
2,0,680.1999969,681.0400009, I gotta come in.,,,,,,,,
2,1,681.0400009,681.8799973," Sorry, you didn't get that?",,,,,,,,
2,0,681.8799973,683.8399963, You're saying I have to come in to speak to him.,,,,,,,,
2,1,683.8399963,685.6399994," Yeah, to get the deal done,",,,,,,,,
2,1,685.6399994,687.5599976, you have to come and meet him in person.,,,,,,,,
2,0,687.5999985,688.7200012, What if I come on his day off?,,,,,,,,
2,0,688.7200012,689.5599976, What day off?,,,,,,,,
2,0,689.5599976,690.4000015, Is his day off?,,,,,,,,
2,0,690.4000015,691.2399979, I'd hate to come in on him.,,,,,,,,
2,1,691.2399979,692.1999969, There are lots of scenarios.,,,,,,,,
2,1,692.1999969,693.8000031," So once we schedule you,",,,,,,,,
2,1,693.8000031,695.7600021, we can make sure that he's available.,,,,,,,,
2,0,695.7600021,696.7600021, What if I just show up?,,,,,,,,
2,0,696.7600021,697.5999985, I would just hate to show-,,,,,,,,
2,0,697.5999985,698.4400024," I mean, I don't know, man.",,,,,,,,
2,0,698.4400024,699.2799988, I'm super busy.,,,,,,,,
2,1,699.2799988,700.1200027," Actually, this is better.",,,,,,,,
2,1,700.1200027,701.8000031," Before coming in, give us a call.",,,,,,,,
2,0,701.8000031,702.7200012, But what if I'm just in town?,,,,,,,,
2,0,702.7200012,703.5599976," I'm like, you know what?",,,,,,,,
2,0,703.5599976,704.4000015, This is the time to do it.,,,,,,,,
2,0,704.4000015,705.2399979," You're saying if Marlon's not there,",,,,,,,,
2,0,705.2399979,706.2399979, I can't put a deposit on the car?,,,,,,,,
2,0,706.2399979,707.7200012, Does Marlon work 24 seven?,,,,,,,,
2,1,707.7200012,709.6399994," Sir, so I will request you kindly",,,,,,,,
2,1,709.6399994,711.3199997," before coming in, please give us a call.",,,,,,,,
2,0,711.3199997,713, So I'm not allowed to just walk into your dealership.,,,,,,,,
2,0,713.1999969,714.0400009, I have to call the dealership,,,,,,,,
2,0,714.0400009,715.1600037, to make sure that Marlon's there.,,,,,,,,
2,1,715.1600037,717.3600006," No, you are allowed to walk into the dealership.",,,,,,,,
2,1,717.3600006,718.8399963," But if Marlon is not there,",,,,,,,,
2,1,718.8399963,720.0400009, then you have to wait.,,,,,,,,
2,1,720,724," Then we'll see who's the manager is available there, and he can assist you from there",,,,,,,,
2,0,724.2399998,727.8400002, So there's other people that can't help me just Marlon likes to handle it all himself,,,,,,,,
2,1,727.8400002,731.7799997, Marlon is one of the sales manager who's taking care of the deals,,,,,,,,
2,1,732.04,736.5599995," But unfortunately if he's not there, then there should be someone who can assist you",,,,,,,,
2,1,736.5599995,741.3199997," So I should suggest is better before coming in give us a call. Yeah, it just seems crazy",,,,,,,,
2,0,741.3199997,743.9400005, I'm going through all this effort just to put a deposit on a car like,,,,,,,,
2,1,744.9599991,748.8799992," You know I can understand that sir, but if you would like to come on over",,,,,,,,
2,1,748.8799992,755.2000008," Please you can visit us today tomorrow, or maybe Friday because of the sales event so what sales event?",,,,,,,,
2,1,755.2000008,758.6399994, What are you more available today tomorrow Friday? What's the sales event?,,,,,,,,
2,1,758.6399994,763.0400009, There are lots of offers are going on like what are those humans you can sit with the VIP manager he can assist you from there. ,,,,,,,,
2,0,763.0400009,767.2400017, What are the coupons to give me like if like when Black Friday has a deal,,,,,,,,
2,0,767.2400017,772.1599998," I know there's a $99 TV. You're saying there's a sales event, but I won't know the sale imagine if Best Buy did that hey",,,,,,,,
2,0,772.1599998,776.3199997, There's a sales event on we won't tell you how good the sales are but if you come on in you're gonna see how great,,,,,,,,
2,0,776.3199997,780.9599991, They are they're gonna. Give me $2 off. What's the sales event like what am I gonna get so right?,,,,,,,,
2,1,780.9599991,782.5200005, Don't tell me how may I assist you on that?,,,,,,,,
2,0,782.5200005,785.6399994," I don't know you told me there's a sales event going on by the end of the month, and I should come in",,,,,,,,
2,0,785.6399994,786.8799973, What's the sales event yeah?,,,,,,,,
2,1,786.8799973,790.1600037, That's what I'm saying you can come in over meet the VIP manager,,,,,,,,
2,0,790.1600037,793.9800034, And he can assist you from there just imagine in any other business if I said hey,,,,,,,,
2,0,793.9800034,797.9599991," There's a great sale coming in come on in go see it, and I say what's the sale and they're like",,,,,,,,
2,0,798,803.4400024, We can't tell you it's a surprise like nobody does that if you're advertising as a salesman,,,,,,,,
2,0,803.4400024,806.7600021, What's the sales event or is the sales event just a made-up thing do you guys just have balloons?,,,,,,,,
2,0,806.7600021,812.6800003," And you just say oh, it's a sales event. You're gonna pay $10,000 over sticker. Happy sales event. I got you sir, so",,,,,,,,
2,0,814.3600006,817.9599991, I'm just trying to get some answers man like you're telling me to come on,,,,,,,,
2,1,821.0800018,824.5599976," Like yeah, that's that's the actual that's the actual process",,,,,,,,
2,1,824.5599976,828.5199966, We have which we are following to get the deal done you can come on over and meet the VIP manager he can assist you further with that ,,,,,,,,
2,0,828.5199966,831.9599991, on the sales event that I need to come in in the next three days,,,,,,,,
2,0,831.9599991,835.4800034, But I don't know what the sale is on the sales or finalize the deal,,,,,,,,
2,0,835.4800034,839.9599991, This is crazy because what if I come in on Monday like I don't maybe it's that the sales events not worth it,,,,,,,,
2,0,840,843.2," Then I come in on Monday, and I lost the sale because I never knew what the sale was.",,,,,,,,
2,1,843.2,845.1999998, That's the month-end sale till Friday.,,,,,,,,
2,0,845.1999998,847.1999998, But what is the month-end sale?,,,,,,,,
2,1,847.1999998,851.1999998, That's what I'm saying. You can come over and meet the VIP manager. He can assist you.,,,,,,,,
2,1,851.1999998,853.1999998, Because there are lots of offers going on.,,,,,,,,
2,1,853.1999998,856.2000008, There are some data discounts. There are some lease offers.,,,,,,,,
2,1,856.2000008,861.2000008, There are some cash purchase offers. You can come over and discuss with them.,,,,,,,,
2,0,861.2000008,863.7000008," Like right now, I'm on Best Buy's website.",,,,,,,,
2,0,863.7000008,867," Save up to $1,500 on select LG TVs this weekend.",,,,,,,,
2,0,867,871, That sounds entertaining. I want an LG TV. Let me go check it out.,,,,,,,,
2,0,871,876, I need to know something here. Give me some sneak peek.,,,,,,,,
2,1,876,880.5," Okay. For this, as I've told you, sir, you can come over and meet the VIP manager.",,,,,,,,
2,1,880.5,884," Because he's the one who's taking care of that, so he can assist you.",,,,,,,,
2,0,884,887, I've got to go meet the VIP manager to figure out what the deals are.,,,,,,,,
2,0,887,891.5, So I have to go drive two hours to you to see about the deals that are month-end that are so good,,,,,,,,
2,0,891.5,895, that you can't tell me because they're secret. It's like a secret society.,,,,,,,,
2,1,896,900," You're also looking to put down a deposit, so you can come and meet him.",,,,,,,,
2,0,900,903," Yeah, but I need to know what the deal is.",,,,,,,,
2,0,903,908," Again, there's ******, ****** also has the same car, ****** pay less.",,,,,,,,
2,1,908,910," Tell me. Hey, tell me.",,,,,,,,
2,1,910,914, We are talking about right now for the dealership which we are right now.,,,,,,,,
