conversation_id,speaker_id,start_time,end_time,text,outcome,is_sale,duration,dealer,model,msrp,tsrp,add_ons
1,1,190.5599976,193.8399963, finance guys will be calling you back and then we'll be talking about numbers.,,,,,,,,
1,0,193.8399963,195.7600021, I'm excited. I can't wait to hear from him.,,,,,,,,
1,1,195.7600021,198.9599991," Okay. Thank you very much, sir. I do appreciate you, sir.",,,,,,,,
1,0,198.9599991,200.1600037, Okay. Sounds good.,,,,,,,,
1,1,200.1600037,201.4400024," Okay. Bye-bye, sir.",,,,,,,,
1,0,201.4400024,201.9199982, Bye.,,,,,,,,
2,1,211.7600021,213.0400009," Sales, this is Zach.",,,,,,,,
2,0,213.0400009,214.1600037," Zach. How's it going, man?",,,,,,,,
2,1,215.1200027,216.3199997," Doing good. How are you, sir?",,,,,,,,
2,0,216.3199997,219.7600021," Hey, I'm doing well. Hey, I want to see if you guys have a vehicle available.",,,,,,,,
2,1,219.7600021,221.9199982, Tell me your stock number if you're ready for it.,,,,,,,,
2,0,221.9199982,222.1600037, Yeah.,,,,,,,,
2,0,222.8000031,227.7600021, It's R as in Ralph 3036771.,,,,,,,,
2,1,227.7600021,229.4400024, It is available and it is on the lot.,,,,,,,,
2,0,229.4400024,234," Awesome. Perfect. Well, I am just looking for this exact car. I'm looking for",,,,,,,,
2,0,234,236.1600037, the best possible deal. I'm hoping you can help me out.,,,,,,,,
2,1,236.1600037,238, And who do I have the pleasure of speaking with?,,,,,,,,
2,0,238,239.0400009, My name is Tommy.,,,,,,,,
2,1,239.0400009,239.8399963, What were you looking to do?,,,,,,,,
2,1,240,241.08, Are you looking to trade anything in?,,,,,,,,
2,1,241.08,242.3599999, You're just looking for the best price?,,,,,,,,
2,0,242.3599999,244.0799999, I'm just looking for the best price here.,,,,,,,,
2,0,244.0799999,245.7600002," I'm looking to buy it today or tomorrow,",,,,,,,,
2,0,245.7600002,246.8400002," get all the paperwork wrapped up,",,,,,,,,
2,0,246.8400002,248.6400003, and get a car on my driveway.,,,,,,,,
2,1,248.6400003,252.96," All right, looks like the price we have on the website is,",,,,,,,,
2,1,252.96,254.7600002, we already have a dealer discount on the website.,,,,,,,,
2,1,254.7600002,257.4400005, It's priced at $43700.,,,,,,,,
2,1,257.4400005,259.1599998," Kind of what were you looking to do, Tommy?",,,,,,,,
2,0,259.1599998,260.8799992, I'm really hoping to be closer,,,,,,,,
2,0,260.8799992,262.2000008, to about a three grand discount.,,,,,,,,
2,1,262.2000008,264.2800007," Gotcha, and if we got you there,",,,,,,,,
2,1,264.2800007,265.1200008," when would you like to,",,,,,,,,
2,1,265.1200008,266.9200001, when were you looking to go pick it up?,,,,,,,,
2,0,266.9200001,268.6000004," If we can get to a $3,000 discount,",,,,,,,,
2,0,268.6000004,271.7199993," then we'd be interested in doing this today, tomorrow.",,,,,,,,
2,1,271.7199993,272.7999992, Where are you from?,,,,,,,,
2,1,272.7999992,274.6800003, You said you don't live here locally.,,,,,,,,
2,0,274.6800003,276.4399986, We are in Oregon.,,,,,,,,
2,1,276.4399986,277.6800003, Is it okay if I give you a call back?,,,,,,,,
2,1,277.6800003,278.9599991," It'll take me about five, 10 minutes.",,,,,,,,
2,1,278.9599991,279.7999992, It won't take me long.,,,,,,,,
2,0,279.7999992,280.6399994, That's totally fine.,,,,,,,,
2,1,280.6399994,282.0800018, We're a small dealership.,,,,,,,,
2,0,282.0800018,282.9199982, I love it.,,,,,,,,
2,1,282.9199982,284," What's a good number for you, Tommy?",,,,,,,,
2,1,284,285.6800003," All right, Tommy, let me give you a quick call back.",,,,,,,,
2,0,285.6800003,286.5200005," All right, thanks, man.",,,,,,,,
2,1,286.5200005,287.3400002, I appreciate you calling.,,,,,,,,
2,0,287.3400002,288.1800003," Hey, sounds good.",,,,,,,,
2,1,288.1800003,289.0200005, Talk to you later.,,,,,,,,
,1,289.0200005,289.8400002," Question, we got one text.",,,,,,,,
,1,289.8400002,292.2400017," Price of the vehicle, 38,679.",,,,,,,,
,3,292.2400017,293.0800018," Okay, cool.",,,,,,,,
,3,293.0800018,297.6800003," To estimate a fees, option 699, 623, 3189 discount.",,,,,,,,
,3,297.6800003,300," Brings us to 43,119.",,,,,,,,
,3,300,301.5999985, Now the selling price was 42.,,,,,,,,
,1,301.5999985,304.0400009," So they're saying they're giving me a $3,500 discount",,,,,,,,
,3,304.0400009,306.7600021," off the selling price, which is a five grand discount.",,,,,,,,
,3,306.7600021,309.9599991, And this is where the professional level comes in.,,,,,,,,
,3,309.9599991,312.1200027," There's a $4,500 rebate on this car,",,,,,,,,
,3,312.1200027,314.8799973, but I don't know if they're including the rebate,,,,,,,,
,3,314.8799973,315.7799988, in this deal.,,,,,,,,
,3,315.7799988,318," On top of it, he said,",,,,,,,,
,1,318,319.6399994," this is the total price out the door,",,,,,,,,
,1,319.6399994,321.8399963, excluding taxes since you live in Oregon.,,,,,,,,
,1,321.8399963,322.9599991, I'm no accountant.,,,,,,,,
,1,322.9599991,324.1999969, I'm no CPA.,,,,,,,,
,3,324.1999969,326.1600037, I am no tax musician.,,,,,,,,
,3,326.1999969,328.7600021," But I see estimated tax $3,189.",,,,,,,,
,3,328.7600021,329.7600021," So we're going to ask the question,",,,,,,,,
,3,329.7600021,334.7600021," does this, is this deal with or without the rebate?",,,,,,,,
,3,335.1999969,339.0800018," Also, you quoted taxes on this sheet.",,,,,,,,
,1,339.0800018,339.9199982, Somebody's calling us.,,,,,,,,
,1,339.9199982,341.3199997," Nigel, Nigel.",,,,,,,,
,1,341.3199997,342.1600037, Okay.,,,,,,,,
,1,343.4400024,344.8799973, This is Tommy.,,,,,,,,
2,1,344.8799973,347.4800034," Hey, Tommy, it's Zach over at the financial again.",,,,,,,,
2,1,347.4800034,348.3000031, What up?,,,,,,,,
2,1,348.3000031,349.1399994, Hey brother.,,,,,,,,
2,1,349.1399994,350, So I got with my manager.,,,,,,,,
2,0,350,350.8399963, All right.,,,,,,,,
2,1,350.8399963,353.1200027, It's a hefty discount for somebody who isn't local.,,,,,,,,
2,1,353.1200027,354.8399963, He is really wanting to keep the car local,,,,,,,,
2,1,354.8399963,357.1999969, because we don't usually get a lot of these premium primes.,,,,,,,,
2,1,357.1999969,359.1999969," He's willing to knock $1,500 off.",,,,,,,,
2,1,359.1999969,360.1999969, He knows your leases.,,,,,,,,
2,1,360,363.0599999, out-of-state you know there's I believe there's some lease incentives on them,,,,,,,,
2,1,363.0599999,367.7600002," right now but he's at the $1,500 mark. ",,,,,,,,
2,0,367.7600002,371.5," So $1,500 off your online price so a total of $2,500 off? ",,,,,,,,
2,1,371.5,376.4799995," No $1,500 off the MSRP so an extra you know five to six hundred dollars off what we already have discounted online. So it's pretty well",,,,,,,,
2,1,376.4799995,379.0799999, equipped it's going to be a little bit higher price than probably most Prius,,,,,,,,
2,1,379.0799999,381.6000004, Primes if you've been looking around. It's just equipped a little bit,,,,,,,,
2,1,381.6000004,384.6800003, differently. It kind of depends on what your customers liking and what he wants. ,,,,,,,,
2,1,384.6800003,388.2399998,You said you were shopping around for somebody in in a,,,,,,,,
2,1,389.2399998,391.2399998, Nope. I mean I don't have any idea.,,,,,,,,
2,0,392.2400017,394.2400017, Do you know who I am?,,,,,,,,
2,1,394.2400017,398.2400017, Yeah. I recognized your voice so I've been working it.,,,,,,,,
2,1,398.2400017,400.2400017, I figured. I tried to get you a good price Tommy.,,,,,,,,
2,0,400.2400017,402.2400017, You spoiled yourself when you said my,,,,,,,,
2,1,402.2400017,407.2400017, customer. I figured you knew who I was. You did good.,,,,,,,,
2,1,407.2400017,412.2400017, I watched it and I tried I tried to explain him the you know what we could do but,,,,,,,,
2,1,412.2400017,417.2400017," he's at the $1,500 mark. If there's anything else we can do for you he's happy to help.",,,,,,,,
2,0,417.2400017,421.2400017," I mean we can get to $2,500 it's more of a possibility because then we lease the rebate makes more sense but",,,,,,,,
2,0,421.2400017,424.2399979," $1,500 I'm just a little far off.",,,,,,,,
2,1,424.2399979,425.2399979, How would you be picking it up?,,,,,,,,
2,0,425.2399979,426.2399979, I'll probably be shipping it.,,,,,,,,
2,1,426.2399979,427.2399979, You driving down here?,,,,,,,,
2,0,427.2399979,429.2399979, I can talk to him. I'll probably be shipping it.,,,,,,,,
2,0,429.2399979,431.2399979, You can throw in free shipping if you want.,,,,,,,,
2,1,431.2399979,433.2399979," Free shipping $2,500?",,,,,,,,
2,0,433.2399979,437.2399979," I mean $1,500 of free shipping was what I was thinking but if we can do $2,500 of free shipping I'm also good with that.",,,,,,,,
2,1,437.2399979,438.2399979," $1,500 of free shipping?",,,,,,,,
2,0,438.2399979,443.2399979," Yeah I mean I'll bring it up in my client. I think it's not a bad deal. Or you can just do $2,500 off flat.",,,,,,,,
2,1,443.2399979,446.2399979, We don't have any markups even through COVID. We didn't have a single markup on everything.,,,,,,,,
2,1,446.2399979,450.2399979, We sell everything at MSRP so if we're happy to help I'll see if we can move some metal for you.,,,,,,,,
2,1,450.2399979,452.2399979," But $2,500 and I'll pay for shipping.",,,,,,,,
2,0,452.2399979,456.2399979, Yeah I mean that would be great if you can make it work but like I said I'm all for it.,,,,,,,,
2,0,456.2399979,460.2399979," Let's get some creative decisions. We got like 2,000 people watching right now.",,,,,,,,
2,1,460.2399979,462.2399979, I got you. I'm with you. I'm with you.,,,,,,,,
2,1,462.2399979,465.2399979, Alright let's see if we can't move some metal. Obviously I'm not the number guy.,,,,,,,,
2,1,465.2399979,468.2399979, I don't control the discount so let me get with him and give you a call back.,,,,,,,,
2,1,468.2399979,470.2399979, Okay sounds good man. I appreciate it.,,,,,,,,
2,0,470.2399979,471.2399979, Thanks bro.,,,,,,,,
,3,471.2399979,477.2399979," The vehicle price is $38,679. The price of the vehicle I think is $43,863.",,,,,,,,
,1,477.2399979,479.2399979, So if we just do the math right.,,,,,,,,
,1,480,483.46," This is $4,485 off.",,,,,,,,
,3,483.46,485.6999998," You're like, dude, this is insane.",,,,,,,,
,3,485.6999998,488.2600002," I got $4,400 off just by asking.",,,,,,,,
,3,488.2600002,489.54," If you guys didn't know,",,,,,,,,
,3,489.54,491.7799997," long story short, there's a $4,500 rebate.",,,,,,,,
,1,491.7799997,494.2200003, So the discount actually becomes $0,,,,,,,,
,1,494.2200003,496.1000004, and they have 699 on there.,,,,,,,,
,3,496.1000004,497.8199997," Now, are they adding the rebate?",,,,,,,,
,3,497.8199997,499.7399998," I don't know, but it's something that I have to ask.",,,,,,,,
,3,499.7399998,501.4200001, But a lot of people would see this deal,,,,,,,,
,3,501.4200001,502.6200008," and immediately be like, oh my gosh,",,,,,,,,
,3,502.6200008,504.4200001," jeez Louise, Jesus, oh my gosh,",,,,,,,,
,3,504.4200001,506.1800003, this is the best deal since sliced bread.,,,,,,,,
2,1,506.1800003,510.3400002," Tommy, back brother, Zach over.",,,,,,,,
2,0,510.3400002,511.1800003, What do you got?,,,,,,,,
2,1,511.1800003,512, Good news.,,,,,,,,
2,1,512,514.8199997," All right, I talked to my manager,",,,,,,,,
2,1,514.8199997,516.1399994, talked to my manager about it.,,,,,,,,
2,1,516.1399994,518.1800003," He thinks due to the rarity of the car,",,,,,,,,
2,1,518.1800003,520.1399994," $1,500 is a really good deal.",,,,,,,,
2,1,520.1399994,521.2999992, And free shipping.,,,,,,,,
2,1,521.2999992,523.9799995," He's at $1,500 without shipping.",,,,,,,,
2,1,523.9799995,524.8199997, So close.,,,,,,,,
2,1,524.8199997,526.0200005," He thinks due to the rarity of the car,",,,,,,,,
2,1,526.0200005,526.8600006, it's a fair deal.,,,,,,,,
2,1,526.8600006,528.0999985," You know, you've been calling around a little bit,",,,,,,,,
2,1,528.0999985,530.1399994, so you know kind of where people,,,,,,,,
2,1,530.1399994,531.2200012, are allowed to move on these.,,,,,,,,
2,1,531.2200012,533.7799988," We're selling it at MSRP minus $1,500.",,,,,,,,
2,0,533.7799988,534.6199989, Can you do any better than that?,,,,,,,,
2,1,534.6199989,535.6599998, That's where he's at.,,,,,,,,
2,0,536.1800003,537.0200005," $2,000, $2,500.",,,,,,,,
2,1,537.0200005,538.0600014," I mean, this is, we're so close.",,,,,,,,
2,1,538.0600014,539.1399994," You're at $2,000.",,,,,,,,
2,1,539.1399994,540.1800003," I know, we're close.",,,,,,,,
2,1,540.1800003,541.0200005, We're close.,,,,,,,,
2,1,541.0200005,541.8400002, And it's not up to me.,,,,,,,,
2,1,541.8400002,543.4199982," Obviously, it's a decision up to the managers.",,,,,,,,
2,1,543.4199982,545.1600037," You know, I'm trying my best here for you, Tommy.",,,,,,,,
2,1,545.1600037,546.4199982, That's where he's sitting right now.,,,,,,,,
2,1,546.4199982,549.5," You know, maybe if I can get him to move an extra $500,",,,,,,,,
2,1,549.5,550.5800018," that's very, very iffy,",,,,,,,,
2,1,550.5800018,552.9000015, but it would definitely be without shipping.,,,,,,,,
2,0,552.9000015,556.3799973," I will go to $2,100 and I'll bring it to him.",,,,,,,,
2,1,556.3799973,557.5400009," Again, it's not my decision.",,,,,,,,
2,1,557.5400009,559.7799988, I can't make the big move decisions or else.,,,,,,,,
2,1,559.7799988,560.6200027, I'd have done it.,,,,,,,,
2,1,560.6200027,561.4400024, I'd have done it.,,,,,,,,
2,1,561.4400024,562.3399963," All right, it's up to me.",,,,,,,,
2,0,562.3399963,564.3000031," Okay, let me know.",,,,,,,,
2,0,564.3000031,566.3000031, And we'll go from there.,,,,,,,,
2,1,566.3000031,567.1399994," Yes, sir.",,,,,,,,
2,1,567.1399994,567.9599991, Sounds good.,,,,,,,,
2,0,567.9599991,568.8000031," Okay, talk to you soon.",,,,,,,,
2,1,568.8000031,569.6399994," Thanks, Tom.",,,,,,,,
2,1,569.6399994,570.4599991, Bye.,,,,,,,,
3,1,571.4199982,572.4599991," Hello, this is Aaron.",,,,,,,,
3,0,572.4599991,573.8199997," Hey, this is Tommy.",,,,,,,,
3,0,573.8199997,575.7399979, You texted me the numbers on this car.,,,,,,,,
3,1,575.7399979,576.5800018," Yes, sir.",,,,,,,,
3,0,576.5800018,578.9800034," Hey, so you didn't answer my question,",,,,,,,,
3,0,578.9800034,581.0199966," which is, is this just the discount on the car",,,,,,,,
3,0,581.0199966,582.5400009, or does this include the rebate?,,,,,,,,
3,1,582.5400009,585.2200012," No, no, there's no rebate on that car.",,,,,,,,
3,0,585.2200012,588.0199966," On the Prius Prime, there's no rebate at all.",,,,,,,,
3,0,588.0199966,589.3399963, Even when you lease?,,,,,,,,
3,1,589.3399963,591.5400009," No, on a lease, there's no rebate.",,,,,,,,
3,1,591.5400009,594.2200012," On a lease, it's just about running your monthly payment",,,,,,,,
3,1,595.0999985,596.4199982, and then with money down and with your credit score,,,,,,,,
3,1,596.4199982,599.6200027," and whatever, whatever you qualify for on a lease,",,,,,,,,
3,1,599.6200027,600.4599991, that's whatever.  have to go for. ,,,,,,,,
3,0,600,608.8400002,"Okay. So you're saying you're giving me a $4,000 discount? ",,,,,,,,
3,1,608.8400002,612.8000002," On a Prius Prime? No, I didn't say that.",,,,,,,,
3,1,612.8000002,617.1599998,"  You sent me numbers with a price of $38,679. The MSRP is $43,000. ",,,,,,,,
3,1,617.1599998,623.4799995, Let me check my... Hold on. Let me check my... I'm back and forth from my computer. The red Prius Prime. Is that correct? ,,,,,,,,
3,0,623.4799995,628.5599995," Yeah. I'm looking for your paperwork. I mean, you sent it to me. I'm not crazy. A $4,485 discount. I'll",,,,,,,,
3,0,628.5599995,634.6800003," take a $4,485 discount. Okay. Can you get me a copy of them? Just one second. Just...",,,,,,,,
3,0,634.6800003,641.7999992, What I think you did is you gave me the wrong car. No. The one I asked about earlier. That's,,,,,,,,
3,0,641.7999992,645.6399994, the one I'm looking for. Which one? Now I got to go back and find it. I didn't realize,,,,,,,,
3,0,645.6399994,647.9599991, that you wouldn't have it. It was the Prius Prime XSE Premium. ,,,,,,,,
3,1,647.9599991,649.9599991,Yes. I'm looking at it. I'm looking at my computer right now. ,,,,,,,,
3,0,649.9599991,653.6800003," So you're going to sell me the Prius Prime Premium at $38,679. ",,,,,,,,
3,1,653.6800003,655.8800011, No. I didn't say that. ,,,,,,,,
3,0,655.8800011,659.8800011,"Well, that's the numbers you literally... I'm not crazy.",,,,,,,,
3,0,659.8800011,667.2399979," You texted me numbers. Yes. That's my name. On 2-12-2025-357-59, you sent me these numbers",,,,,,,,
3,0,667.2399979,670.1200027," with a vehicle price of $38,679. ",,,,,,,,
3,1,670.1200027,672.1200027,Oh my God. It must be topographical error. If you're,,,,,,,,
3,1,672.1200027,676.3199997," an MSRP team and a Prius Prime, you want to send it on our website.",,,,,,,,
3,0,676.3199997,685.1200027," $38,679. Estimated fee is $623.60. Option $699. Sales tax $3,189.62. And then you said total sales price excludes",,,,,,,,
3,0,685.1200027,688.4400024," sales tax, even though it doesn't exclude sales tax that's in here. Hold on. Hold on.",,,,,,,,
3,1,688.4400024,694.1200027," Okay. I'm looking at this part number. Yeah, it's 38. I'm seeing right here. I know what I text you. ",,,,,,,,
3,0,694.1200027,701.3600006, I see what you've done. And I appreciate the hustle. It's 38. Okay. I appreciate,,,,,,,,
3,0,701.3600006,704.6800003, the hustle. I see what you've done here. ,,,,,,,,
3,1,704.6800003,706.6800003,Hello. Hello. Hello. Hold on just one second. Nope.,,,,,,,,
3,0,706.6800003,710.5199966, I've seen what you've done. Okay. It's creative move. I haven't seen this one in a while.,,,,,,,,
3,0,710.5199966,717.4800034, I'm looking at it. I get it. Hold on. Figure out the excuses here. STW242729. ,,,,,,,,
3,0,717.4800034,720.0400009, Nope. That's not what I ever said.,,,,,,,,
3,0,720,723," I never said that I'm looking, I'm looking at the stock number.",,,,,,,,
3,0,723.04,726.2800002," Nope. You're not looking at the right stock number, my friend.",,,,,,,,
3,1,726.52,728.0799999," OK, if you want me to.",,,,,,,,
3,1,728.0799999,730.5600004," OK, the one you want me to do is.",,,,,,,,
3,0,730.8000002,733.6400003, I know for a fact I got the right stock number because I've never seen the stock,,,,,,,,
3,0,733.6400003,736.8400002," number. And when I said the stock number, you're like, that's not the stock number.",,,,,,,,
3,0,749.7600002,752.1199989, And I had to tell you three times.,,,,,,,,
3,0,752.1599998,757.0800018, But you did conveniently find another Prius Prime XSE in red that was four,,,,,,,,
3,0,757.0800018,759.6399994," thousand dollars cheaper, just didn't have all the options I wanted.",,,,,,,,
3,1,759.6800003,763.8800011," Now, the one you gave me, sir, if I can recollect, is 551.",,,,,,,,
3,0,763.9199982,765.1599998, Correct. Something like that.,,,,,,,,
3,0,765.2000008,766," Yeah, you got it.",,,,,,,,
3,1,766.1199989,767.1199989," OK, OK.",,,,,,,,
3,0,767.3199997,768.3199997, It's a sneaky one.,,,,,,,,
3,0,768.5200005,770.7200012, It's crazy because you knew the stock number I gave you.,,,,,,,,
3,1,770.8800011,771.8800011, It's the red one.,,,,,,,,
3,0,771.8800011,775.0400009, They're both red. Just four thousand price difference.,,,,,,,,
3,1,775.1599998,777.8800011," The one you got for me, I found it.",,,,,,,,
3,1,777.8800011,782.1599998, It's right here. It's STW242551.,,,,,,,,
3,0,782.2000008,783.2000008, That's the one.,,,,,,,,
3,1,783.3199997,784.4400024," OK, this one.",,,,,,,,
3,1,784.4400024,785.5199966," Yes, I found it. I found it.",,,,,,,,
3,1,785.5199966,788.3199997, We have in stock. It's 43164.,,,,,,,,
3,1,788.5599976,793.9599991," It's like this kind of 1632, come down to 42229.",,,,,,,,
3,0,794.1200027,797.4800034, And then you were going to figure out if you could do a better deal than that.,,,,,,,,
3,0,797.4800034,798.4800034, That was what we talked about.,,,,,,,,
3,1,798.5999985,800.1600037," No, sir. I can't do better than that, sir.",,,,,,,,
3,1,800.1999969,801.4400024, My boss already told me.,,,,,,,,
3,1,801.4400024,802.9599991," No, sir. I'll be up front with you.",,,,,,,,
3,0,803.0800018,804.0800018, So your boss told you no.,,,,,,,,
3,0,804.0800018,806.9599991," So you sent me a completely different car and a different make and model and said,",,,,,,,,
3,0,806.9599991,808.5599976, here's the deal of the car. ,,,,,,,,
3,1,808.5599976,810.0800018," No, no, no, no. This one. Yes, we do have it.",,,,,,,,
3,1,810.0800018,811.4400024," I find out. Yes, yes.",,,,,,,,
3,1,811.4400024,813.4000015, Excess. Excess is premium.,,,,,,,,
3,0,813.5199966,816," I just want to, you know, I want to recap, make sure I'm not going crazy.",,,,,,,,
3,0,816,816.6399994, Because maybe I am.,,,,,,,,
3,0,816.6399994,818.9599991, You said I'll get your numbers on this car.,,,,,,,,
3,0,818.9599991,821.6399994," You then text me a picture of some numbers and said, hi, Mr.",,,,,,,,
3,0,821.6399994,825.0400009," McCullough, the total out the door price, excluding taxes since you live in Oregon",,,,,,,,
3,0,825.0400009,827.9199982," is here. You never said, oh, this car is too expensive.",,,,,,,,
3,0,827.9199982,828.9199982, So I found you a different car.,,,,,,,,
3,0,828.9199982,830.7200012, That's an alternative that's cheaper for you.,,,,,,,,
3,0,830.8000031,832.0800018, You just sent me these numbers.,,,,,,,,
3,0,832.0800018,834.7200012," And then when I asked you, does this include the rebate?",,,,,,,,
3,0,834.7200012,835.4800034, You just ignored that.,,,,,,,,
3,0,835.4800034,838.3600006, And then I called you and you acted like you didn't know anything.,,,,,,,,
3,1,838.4000015,839.9599991, There's no rebate on our.,,,,,,,,
3,1,840,840.84, a Prius brand.,,,,,,,,
3,1,840.84,841.6799999, Have you ever called with you?,,,,,,,,
3,0,841.6799999,843.26," Yeah, but you switched the vehicle to a vehicle",,,,,,,,
3,0,843.26,844.8000002," that was identical in color,",,,,,,,,
3,0,844.8000002,847," identical in everything but features,",,,,,,,,
3,0,847,849.2399998," that was $4,000 less and sent me numbers in that car",,,,,,,,
3,0,849.2399998,851.3199997, and never once told me that there was a switch in vehicle.,,,,,,,,
3,1,851.3199997,853.4399996," No, that one, we have it also.",,,,,,,,
3,1,853.4399996,856.2000008," The one I texted you, we do have it in stock.",,,,,,,,
3,0,856.2000008,858, Let me just ask you just a simple question.,,,,,,,,
3,0,858,860.4799995, Have I ever asked you about the numbers on the car,,,,,,,,
3,0,860.4799995,862.8400002," that you sent me numbers on stock number,",,,,,,,,
3,0,862.8400002,866.5599995," let me get the stock number, STW242729.",,,,,,,,
3,0,866.5599995,869.9599991, Have I ever once called you and asked you about that car?,,,,,,,,
3,1,869.9599991,873.2799988," No, you asked me XSC premium red.",,,,,,,,
3,1,873.2799988,875.0400009," Now, when I was going through my computer,",,,,,,,,
3,1,875.0400009,876.1199989, I found one red.,,,,,,,,
3,0,876.1199989,876.9599991," Nope, nope.",,,,,,,,
3,0,876.9599991,880.2799988," I asked you for a stock number, S2W242551.",,,,,,,,
